eXoID	MobyID	Game	Safe	File	Folder	Year	Publisher	Developer	Genre	Perspective	SubGenre	Misc	Series	URL	Collection	Notes	Compilation?	Foreign?	Add-On Included?	3D Graphics Card	3DFX Enabled	Video Modes	Video Resolution	SC55 Enabled	MT32 Enabled	Tandy Sound Enabled	Printer Support?	Max Players	Min CPU
DOS17166		Aardvarks Museum		Aardvarks Museum (1987).zip	aardvark	1987	Freeware	Ross Cunniff	Interactive Fiction						Y													1	
DOS00680	4133	Abandoned Places: A Time for Heroes	Abandoned Places - A Time for Heroes	Abandoned Places - A Time for Heroes (1992).zip	abanplac	1992				1st-Person Perspective, Top-Down	Fantasy, Real-Time		Theme: Fantasy	http://www.mobygames.com/game/abandoned-places-a-time-for-heroes	Y							VGA						1	
DOS07268	66269	Abaron	Abaron	Abaron (1995).zip	Abaron	1995				3rd-Person Perspective, Top-Down	Sci-Fi / Futuristic, Shooter		Genre: Scrolling shoot 'em up; Theme: Sci-Fi	http://www.mobygames.com/game/abaron	Y													2	Intel i386
DOS07269	70957	ABC Fun Keys	ABC Fun Keys	ABC Fun Keys (1991).zip	ABCFunK	1991	Freeware	Unknown	Education					http://www.mobygames.com/game/abc-fun-keys	Y							CGA; VGA; EGA; Hercules						1	
DOS00682	6178	ABC Monday Night Football	ABC Monday Night Football	ABC Monday Night Football (1989).zip	ABCMonda	1989	Data East Corporation	Park Place Productions	Sports / Football	Top-Down		Licensed Title	Sports: Football	http://www.mobygames.com/game/abc-monday-night-football	Y							CGA; VGA; EGA; Hercules; Tandy / PCjr						2	Intel 8088 / 8086
DOS00683	15780	ABC Wide World of Sports Boxing	ABC Wide World of Sports Boxing	ABC Wide World of Sports Boxing (1991).zip	ABCWideW	1991	Data East Corporation	Acme Interactive	Sports / Boxing	3rd-Person Perspective		Licensed Title	Sports: Boxing	http://www.mobygames.com/game/abc-wide-world-of-sports-boxing	Y							VGA; VGA; EGA; EGA; Tandy / PCjr; Tandy / PCjr			Y			2	Intel 8088 / 8086, Intel 8088 / 8086
DOS07270	70905	ABC-Talk	ABC-Talk	ABC-Talk (1993).zip	ABCTalk	1993	DareWare Inc.	Unknown	Education					http://www.mobygames.com/game/abc-talk	Y							CGA; VGA; EGA; Hercules; SuperVGA						1	
DOS07271	73212	Abductor	Abductor	Abductor (1996).zip	Abductor	1996	PLBM Games	PLBM Games	Action; Shooter	3rd-Person Perspective	Sci-Fi / Futuristic, Shooter		Defender variants; Theme: Sci-Fi	http://www.mobygames.com/game/abductor_	Y							VGA						1	
DOS00689	28240	Abmis the Lion	Abmis the Lion	Abmis the Lion (1996).zip	Abmisthe	1996	Freeware	Button Software	Action; Platform	Platform	Arcade			http://www.mobygames.com/game/abmis-the-lion	Y							VGA						1	
DOS00690	2906	Abrams Battle Tank	Abrams Battle Tank	Abrams Battle Tank (1988).zip	AbramsBa	1988	Electronic Arts, Inc.	Dynamix, Inc.	Vehicle Simulation	1st-Person Perspective	Tank		Vehicle: Tank	http://www.mobygames.com/game/abrams-battle-tank	Y							CGA; EGA; Hercules; Tandy / PCjr	320x200					1	Intel 8088 / 8086
DOS00692	2260	Absolute Pinball	Absolute Pinball	Absolute Pinball (1996).zip	Absolute	1996	21st Century Entertainment Ltd.	Unique Development Studios AB	Action; Pinball	Top-Down	Arcade, Pinball		21st Century Entertainment Pinball series	http://www.mobygames.com/game/absolute-pinball	Y							VGA; SuperVGA						1	Intel i486
DOS00484	4477	Absolute Zero	Absolute Zero	Absolute Zero (1995).zip	AbZero	1995	Domark Software Ltd.	Domark Software, Inc.	Flight Simulator; Shooter; Vehicle Simulation	1st-Person Perspective	Flight, Sci-Fi / Futuristic, Shooter			http://www.mobygames.com/game/absolute-zero	Y							VESA; SuperVGA		Y	Y			1	Intel i486 DX2
DOS00485	389	Abuse	Abuse	Abuse (1995).zip	Abuse	1995				Side-Scrolling	Sci-Fi / Futuristic, Shooter	Editor / Construction Set		http://www.mobygames.com/game/abuse	Y							VGA; VESA		Y	Y			8	Intel i486 DX
DOS00486	52048	Abyss of Pandemonium	Abyss of Pandemonium	Abyss of Pandemonium (1998).zip	AbyssofP	1998	Perfect Publishing	Impel Development Team	Action; First Person Shooter	1st-Person Perspective	Sci-Fi / Futuristic, Shooter		Quake series; Theme: Sci-Fi	http://www.mobygames.com/game/abyss-of-pandemonium	Y													1	
DOS00489	13140	Accordion	Accordion	Accordion (1990).zip	accordi	1990	Softdisk Publishing	George Leritte	Casino		Cards / Tiles		Card game - Solitaire / Patience	http://www.mobygames.com/game/accordion	Y							CGA; Hercules						1	Intel 8088 / 8086
DOS07531	80649	Ace	Ace	Ace (1994).zip	Ace94	1994	Freeware	Markus Zajc	Action; Flight Simulator; Shooter; Vehicle Simulation					http://www.mobygames.com/game/ace	Y							VGA						2	Intel i386
DOS00490	4337	ACE 2	ACE 2	ACE 2 (1987).zip	ACE2	1987	Artronic Limited	Artronic Limited	Flight Simulator; Vehicle Simulation	1st-Person Perspective	Flight		ACE series	http://www.mobygames.com/game/ace-2	Y							CGA						2	Intel 8088 / 8086
DOS00492	10090	Ace of Aces	Ace of Aces	Ace of Aces (1987).zip	AceofAce	1987	Accolade, Inc.	Artech Digital Entertainments, Inc.	Flight Simulator; Vehicle Simulation	1st-Person Perspective	Flight			http://www.mobygames.com/game/ace-of-aces	Y							CGA; EGA; Hercules; Tandy / PCjr						1	Intel 8088 / 8086
DOS00491	1413	ACE: Air Combat Emulator	ACE Air Combat Emulator	ACE Air Combat Emulator (1986).zip	ACEAirCo	1986	UXB	Cascade Games Ltd.	Flight Simulator; Vehicle Simulation	1st-Person Perspective	Flight		ACE series	http://www.mobygames.com/game/ace-air-combat-emulator	Y							CGA						2	Intel 8088 / 8086
DOS07272	69762	Aces High: The True Air Duel Simulator	Aces High - The True Air Duel Simulator	Aces High - The True Air Duel Simulator (1996).zip	AHtTADS	1996	Freeware	Unknown	Action; Flight Simulator; Shooter; Vehicle Simulation	Top-Down	Flight, Shooter			http://www.mobygames.com/game/aces-high-the-true-air-duel-simulator	Y							VGA						2	Intel i386
DOS00494	1171	Aces of the deep	Aces of the Deep	Aces of the Deep (1994).zip	AcesotD	1994					Historical Battle (specific/exact), Naval		Aces Series; Historical Conflict: World War II; Vehicle: Submarine	http://www.mobygames.com/game/aces-of-the-deep	Y	MT32 errors out in installation						VGA		Y				1	Intel i386 DX, Intel i386 DX
DOS00694	1419	Aces of the Pacific	Aces of the Pacific	Aces of the Pacific (1992).zip	AcesotP	1992				1st-Person Perspective, 3rd-Person Perspective	Flight, Historical Battle (specific/exact)		Aces Series; Historical Conflict: World War II	http://www.mobygames.com/game/aces-of-the-pacific	Y							VGA			Y			1	Intel i386 SX
DOS00696	519	Aces over Europe	Aces Over Europe	Aces Over Europe (1993).zip	AcesOver	1993				1st-Person Perspective	Flight, Historical Battle (specific/exact)		Aces Series; Historical Conflict: World War II	http://www.mobygames.com/game/aces-over-europe	Y							VGA			Y			1	Intel i486 SX
DOS00698	4313	Acheton	Acheton	Acheton (1987).zip	acheton	1987	Topologika Software, Ltd.	Jonathan Partington	Adventure; Interactive Fiction		Interactive Fiction			http://www.mobygames.com/game/acheton	Y													1	
DOS00699	41739	Achtung, die Kurve!	Achtung, die Kurve!	Achtung, die Kurve! (1995).zip	Achtungd	1993	Hero Music Company	Hero Music Company	Action	Top-Down	Arcade		Light Cycle games	http://www.mobygames.com/game/dune-3-aneb-achtung-die-kurve	Y													1	
DOS00700	1092	ACiD Tetris	Acid Tetris	Acid Tetris (1998).zip	acidtetr	1997	Freeware	Dungeon Dwellers Design	Puzzle / Falling block puzzle		Puzzle-Solving, Real-Time		Genre: Falling block puzzle; Tetris variants	http://www.mobygames.com/game/acid-tetris	Y							VGA						1	
DOS16197		AcidWarp	AcidWarp	AcidWarp (1993).zip	acidwarp	1993	Freeware	Noah Spurrier	Application / Screensaver				Genre: Screensaver		Y													1	
DOS07273	73216	ACK! Man	Ack! Man	Ack! Man (1989).zip	AckMan	1989	Freeware	Carey Nachenberg	Action	Top-Down	Arcade		Pac-Man variants	http://www.mobygames.com/game/ack-man	Y							VGA						1	
DOS00701	1181	Ack-Ack Attack!	Ack-Ack Attack!	Ack-Ack Attack! (1995).zip	AckAckA	1995	Freeware	PLBM Games	Action; Shooter	3rd-Person Perspective	Arcade, Shooter		Sabotage / Paratrooper variants	http://www.mobygames.com/game/ack-ack-attack	Y							VGA						1	Intel i386
DOS07275	67006	Acquire	Acquire	Acquire (1988).zip	Acquire	1988	Freeware	Unknown	Board Game / Party Game; Strategy		Board / Party Game		Board / Party Game translations; Stock Exchange-themed games	http://www.mobygames.com/game/acquire	Y													6	
DOS00702	700	Across the Rhine	Across the Rhine	Across the Rhine (1995).zip	acrhine	1995				1st-Person Perspective, Top-Down	Historical Battle (specific/exact), Real-Time, Tank		Historical Conflict: World War II	http://www.mobygames.com/game/across-the-rhine	Y							SuperVGA		Y	Y			1	Intel i486 DX
DOS15525	120401	Across the U.S.A.	Across the USA	Across the USA (1991).zip	AccrUSA	1991	Nighthawk Computing	Elmer Larsen	Education					http://www.mobygames.com/game/across-the-usa	Y													1	
DOS07276	67024	Acrostix	Acrostix	Acrostix (1993).zip	Acrostix	1993	Freeware	Intelligent Education Software	Puzzle		Puzzle-Solving	Editor / Construction Set		http://www.mobygames.com/game/acrostix	Y													1	
DOS15966	99471	Action Euro Soccer 96	Action Euro Soccer 96	Action Euro Soccer 96 (1995).zip	AEuroSoc	1995							Sports: Soccer		Y													4	
DOS00703	8921	Action Fighter	Action Fighter	Action Fighter (1989).zip	ActionFi	1989				Top-Down	Arcade, Flight, Shooter			http://www.mobygames.com/game/action-fighter	Y							CGA; EGA; Tandy / PCjr						1	Intel 8088 / 8086
DOS07935		Action Fighter (1994)	Action Fighter	Action Fighter (1994).zip	ActFiSS	1994	Softstar Entertainment, Inc.	Softstar Entertainment, Inc.	Action; Beat 'em Up; Fighting				Genre: Beat 'em up / Brawler	http://nemo838.tistory.com/1298?category=701799	Y													1	
DOS00706	11078	Action in The North Atlantic	Action in the North Atlantic	Action in the North Atlantic (1989).zip	aitna	1989	General Quarters Software	General Quarters Software	Strategy; Vehicle Simulation		Naval		Historical Conflict: World War II	http://www.mobygames.com/game/action-in-the-north-atlantic-	Y							CGA						2	Intel 8088 / 8086
DOS00708	5573	Action Soccer	Action Soccer	Action Soccer (1995).zip	ActionSo	1995				Isometric, Side-Scrolling	Arcade		Sports: Soccer	http://www.mobygames.com/game/action-soccer	Y							SuperVGA						2	Intel i486 DX2
DOS00709	5253	Action Stations!	Action Stations!	Action Stations! (1990).zip	actistat	1991	RAW Entertainment, Inc.	Storm Computers Ltd.	Strategy		Historical Battle (specific/exact), Naval		Historical Conflict: World War II	http://www.mobygames.com/game/action-stations	Y							CGA; EGA						2	
DOS00457	76363	Action SuperCross	Action SuperCross	Action SuperCross (1997).zip	acsupxrs	1997	Freeware	Unknown	Racing & Driving		Motorcycle		Vehicle: Motorcycle	http://www.mobygames.com/game/action-supercross	Y	http://www.myabandonware.com/game/action-super-cross-36s												1	
DOS06663		Action Worm	Action Worm	Action Worm (2013).zip	ActWorm	2013	Freeware	Logout	Action						Y													1	
DOS15201		Actua Soccer	Actua Soccer	Actua Soccer (1995).zip	Actua95	1995	Gremlin Interactive Ltd.	Gremlin Interactive Ltd.	Sports / Soccer				Sports: Soccer		Y									Y	Y			2	
DOS00710	20600	Actua Soccer: Club Edition	Actua Soccer Club Edition	Actua Soccer Club Edition (1997).zip	ActuaSoc	1997	Gremlin Interactive Ltd.	Gremlin Interactive Ltd.	Sports / Soccer	3rd-Person Perspective, Isometric, Side-Scrolling, Top-Down		Licensed Title	Sports: Soccer	http://www.mobygames.com/game/actua-soccer-club-edition	Y	No Midi						VGA; SuperVGA						2	Intel i486 DX2
DOS00740	22538	Ad Verbum	Ad Verbum	Ad Verbum (2000).zip	adverbum	2000	Freeware	Nick Montfort	Adventure; Interactive Fiction	1st-Person Perspective	Interactive Fiction, Puzzle-Solving			http://www.mobygames.com/game/ad-verbum	Y													1	
DOS07277	66934	Adam the New Age Warrior in Time After Time	Adam the New Age Warrior in Time After Time	Adam the New Age Warrior in Time After Time (1994).zip	AtNAWiTT	1994	Freeware	Antares Bros.	Action; Shooter	3rd-Person Perspective	Shooter			http://www.mobygames.com/game/adam-the-new-age-warrior-in-time-after-time	Y							VGA						1	Intel i386
DOS00713	27051	Add It!	Add It!	Add It! (1992).zip	AddIt	1992	Freeware	Lori Beean	Education				Education: Math / Logic	http://www.mobygames.com/game/add-it	Y	Wizo												1	
DOS15203		Adentrator	Adentrator	Adentrator (1991).zip	Adentrat	1991	Ediciones Manali, S.A.	Ediciones Manali, S.A.	Action; Shooter				Theme: Sci-Fi		Y													1	
DOS17475		Adidas Power Soccer		Adidas Power Soccer (1996).zip	adidas	1996	Psygnosis Limited	Psygnosis Limited	Sports / Soccer						Y													4	
DOS00717	25233	ADS: Advanced Destroyer Simulator	Advanced Destroyer Simulator	Advanced Destroyer Simulator (1990).zip	ADVDSim	1990	Futura	Futura	Vehicle Simulation	1st-Person Perspective	Naval, Real-Time		Historical Conflict: World War II	http://www.mobygames.com/game/advanced-destroyer-simulator	Y							CGA; VGA; EGA						1	Intel 8088 / 8086
DOS15204		Adskok	Adskok	Adskok (1996).zip	Adskok	1996	Freeware	A. Lebedev	Action; Platform						Y													1	
DOS00715	38857	Adult Film Cameraman	Adult Film Cameraman	Adult Film Cameraman (1994).zip	AdultFil	1994	Interactive Girls Club	Interactive Girls Club	Simulation	1st-Person Perspective	Adult			http://www.mobygames.com/game/adult-film-cameraman	Y							VGA						1	
DOS07321	32572	Advance to Boardwalk	Advance to Boardwalk	Advance to Boardwalk (1990).zip	Adv2BWlk	1990	GameTek, Inc.	Creative Software Designs, Inc.	Board Game / Party Game				Board / Party Game translations	http://www.mobygames.com/game/advance-to-boardwalk	Y													4	
DOS00716	5297	Advanced Civilization	Advanced Civilization	Advanced Civilization (1995).zip	advcivi	1995	The Avalon Hill Game Company	The Avalon Hill Game Company	Board Game / Party Game; Strategy	Top-Down	Board / Party Game	Licensed Title	Board / Party Game translations	http://www.mobygames.com/game/advanced-civilization	Y							VESA; SuperVGA		Y	Y			8	Intel i486 DX
DOS00718	27097	Advanced DOS Quiz	Advanced DOS Quiz	Advanced DOS Quiz (1991).zip	AdvDQ	1991	Freeware	Steve Mount	Education; Quiz					http://www.mobygames.com/game/advanced-dos-quiz	Y													1	
DOS00299	15919	Advanced NetWars	Advanced NetWars	Advanced NetWars (1997).zip	ADVNetW	1997	Caldera	Caldera	Shooter	1st-Person Perspective	Sci-Fi / Futuristic, Shooter		Enhanced remakes; Theme: Sci-Fi	http://www.mobygames.com/game/advanced-netwars	Y													4	
DOS00300	40047	Advanced Strategic Command	Advanced Strategic Command	Advanced Strategic Command (1998).zip	AdvSTCO	1998	Freeware	Unknown	Strategy	Top-Down	Sci-Fi / Futuristic, Turn-based	Editor / Construction Set	Theme: Sci-Fi	http://www.mobygames.com/game/advanced-strategic-command	Y	seeking dos compile												4	
DOS00301	41768	Advanced Thinking Skills	Advanced Thinking Skills	Advanced Thinking Skills (1992).zip	AdvTS	1992	Compedia Software & Hardware Ltd.	Compedia Software & Hardware Ltd.	Education				Education: Math / Logic	http://www.mobygames.com/game/advanced-thinking-skills	Y													1	
DOS00302	41752	Advanced Xoru	Advanced Xoru	Advanced Xoru (1989).zip	advxoru	1989	Castle Technologies	Castle Technologies	Adventure; Text-Based		Fantasy, Interactive Fiction, Puzzle-Solving		Theme: Fantasy	http://www.mobygames.com/game/advanced-xoru	Y													1	
DOS00303	4961	Advantage Tennis	Advantage Tennis	Advantage Tennis (1991).zip	Advantag	1991				3rd-Person Perspective			Sports: Tennis	http://www.mobygames.com/game/advantage-tennis	Y							CGA; VGA; EGA						1	
DOS00015	69934	Adventure	Adventure	Adventure (1987).zip	Adv87	1987	Freeware	Kevin Black	Adventure; Interactive Fiction					http://www.mobygames.com/game/adventure____	Y													1	
DOS00305	28964	Adventure Book	Adventure Book	Adventure Book (2001).zip	AdvBook	2001	Freeware	Jon Ingold	Adventure; Interactive Fiction	1st-Person Perspective	Interactive Fiction	Editor / Construction Set		http://www.mobygames.com/game/adventure-book-included-games	Y													1	
DOS04911	991	Adventure Construction Set	Adventure Construction Set	Adventure Construction Set (1987).zip	AdvCons	1987	Electronic Arts, Inc.	Stuart Smith	Role-Playing	Top-Down	Fantasy, Sci-Fi / Futuristic	Editor / Construction Set		http://www.mobygames.com/game/stuart-smiths-adventure-construction-set	Y	cc						CGA; EGA; Tandy / PCjr						4	Intel 8088 / 8086
DOS17288		Adventure Game Studio v2.3		Adventure Game Studio v2.3 (2002).zip	AGS23	2002	Freeware	Chris Jones	Adventure; Creativity						Y													1	
DOS00121	69961	Adventure Game Toolkit	Adventure Game Toolkit	Adventure Game Toolkit (1988).zip	AdvGTK	1988	Freeware	David Malmberg	Adventure; Interactive Fiction					http://www.mobygames.com/game/adventure-game-toolkit	Y													1	
DOS00722	30108	Adventure in Humongous Cave	Adventure in Humongous Cave	Adventure in Humongous Cave (1993).zip	advhcave	1993	Freeware	David Malmberg	Adventure; Interactive Fiction		Fantasy, Interactive Fiction		Theme: Fantasy	http://www.mobygames.com/game/adventure-in-humongous-cave	Y													1	
DOS05905	1761	Adventure in Serenia	Adventure in Serenia	Adventure in Serenia (1982).zip	serenia	1982	IBM	Ken Williams	Adventure				Hi-Res Adventures		Y													1	
DOS00122	69963	Adventure in the Magic Land	Adventure in the Magic Land	Adventure in the Magic Land (1989).zip	AdvML	1989	Freeware	K. Shelton Software	Adventure; Interactive Fiction				Theme: Fantasy	http://www.mobygames.com/game/adventure-in-the-magic-land	Y													1	
DOS07278	75358	Adventure Math	Adventure Math	Adventure Math (1992).zip	AdvMath	1992	Epic MegaGames, Inc.	Avery Pack	Education				Education: Math / Logic	http://www.mobygames.com/game/adventure-math	Y													1	
DOS00739	30740	Adventure XT	Adventure XT	Adventure XT (2007).zip	advxt	2007	Freeware	Raul Panks	Adventure; Interactive Fiction; Role-Playing		Interactive Fiction			http://www.mobygames.com/game/adventure-xt	Y													1	
DOS06038		Adventureland	Adventureland	Adventureland (1978).zip	advland	1978	Adventure International	Adventure International	Adventure; Interactive Fiction				Scott Adams Classic Adventures; Theme: Fantasy		Y													1	
DOS00726	83	Adventures in Math	Adventures in Math	Adventures in Math (1983).zip	Adventur	1983	IBM	IBM	Adventure; Education; Quiz	1st-Person Perspective			Education: Math / Logic	http://www.mobygames.com/game/adventures-in-math	Y							CGA						1	Intel 8088 / 8086
DOS00328	292	Adventures of Beetlejuice: Skeletons in the Closet	Beetlejuice in - Skeletons in the Closet	Beetlejuice in - Skeletons in the Closet (1990).zip	Beetleju	1990	Hi-Tech Expressions, Inc.	Riedel Software Productions, Inc.	Action	Isometric	Arcade	Licensed Title	Beetlejuice licensees	http://www.mobygames.com/game/adventures-of-beetlejuice-skeletons-in-the-closet	Y							CGA; EGA; Tandy / PCjr						1	Intel 8088 / 8086
