Identification FileName	Size	CRC32	eXoID	ZIP	Boot	Image	StartingExe	StartingExeSize	StartingExeCRC	IDFileFolder	Rowstart	Rowlines	eXoDOS entry?	Same ID, Name and Size	Unique File
MENU.EXE	9328	F36F3E7D	DOS05139	Time and Magik Trilogy (1983).zip						magik\					1
BANDIT.EXE	141293	03B0EB8E	DOS05140	Time Bandit (1988).zip						TimeBand\					1
TIMECO.EXE	28672	F4F88BF2	DOS05141	Time Commando (1996).zip			run.bat	527	8BE7EED3	TimeComm\Time\					1
TIMEGATE.EXE	697561	CC1C1B8D	DOS05142	Time Gate - Knight's Chase (1995).zip			RUN.BAT	1261	9ED93D21	timegate\					1
PARADOX.iso	166289408	1BA8B9B4	DOS05143	Time Paradox (1996).zip			run.bat	1084	DDDF8C85	timepara\PARATIME\					1
TQ.EXE	68379	6C4E4B88	DOS05144	Timequest (1991).zip			run.bat	413	7D7A0D9A	tquest\					1
TIMERACE.EXE	126891	81F7EF2C	DOS05145	Time Race (1990).zip						TimeRace\					1
TR.EXE	131120	48DBDB1C	DOS05146	Time Riders in American History (1992).zip						TimeRide\					1
TS.EXE	390639	BE621957	DOS05147	Time Slaughter (1996).zip						TimeSlau\					1
LORE.EXE	79664	4B922DD7	DOS05148	Times of Lore (1988).zip						timelore\					1
MAIN.IO	422924	43AD9C65	DOS05149	Time Warriors (1997).zip			START.EXE	836331	F7CF72C2	TimeWarr\TimeWar\					1
TINTIN.EXE	621587	0263F3E8	DOS05150	Tintin in Tibet (1996).zip						Tintinin\Tintin\					1
TATOU.COM	6789	621A6CA3	DOS05151	Tintin on the Moon (1989).zip						Tintinon\					1
BUSTER.EXE	874836	2CD5957F	DOS05152	Tiny Toon Adventures - The Great Beanstalk (1996).zip			BUSTER.BAT	191	00C3CBE8	TTABBS\					1
TITAN.SQZ	14335	A6D6F055	DOS05154	Titan (1989).zip			TITAN.BAT	21	CD4C380A	Titan89\					1
TITVGA.EXE	44590	215287CE	DOS05155	Titanic (1991).zip						Titanic\					1
FOX.COM	340	050F9D56	DOS05156	Titus the Fox - To Marrakech and Back (1992).zip						Titusthe\					1
TKO.EXE	167568	B3D942F1	DOS05158	TKO (1989).zip						TKO\TKO\					1
TMEK.EXE	48448	738F5B6D	DOS05159	T-Mek (1996).zip			RUN.BAT	346	9C8548BE	TMek\					1
TOAD.EXE	354469	1D7C14C7	DOS05160	Toad (1995).zip						Toad\					1
TOFFIFEE.EXE	234103	5685F2B6	DOS05161	Toffifee - Fantasy Forest (1996).zip						Toffifee\					1
TOI.EXE	9264	EF463A6D	DOS05162	Toi Acid Game (1989).zip						ToiAcid\					1
Tomahawk.exe	109568	15104FD1	DOS05163	Tomahawk (1987).zip						Tomahawk\					1
TOM.EXE	109772	1E196266	DOS05164	Tom and the Ghost (1990).zip			TGHOST.BAT	301	6F907500	Tomandth\					1
TOM.EXE	110100	9442B18A	DOS05164	Tom and the Ghost (1990).zip			TGHOST.BAT	301	6F907500	Tomandth\					1
TOMB.EXE	768563	1772DBA0	DOS05166	Tomb Raider Gold (1998).zip			run.bat	1936	F281DD15	TombRaiG\					1
TOMB.EXE	58808	184DC506	DOS05167	Tomb, The (1992).zip						TheTomb\					1
T&J.EXE	324206	61D7A225	DOS05168	Tom & Jerry (1993).zip						TomJerry\					1
TJ.EXE	47885	D0EF2E49	DOS05169	Tom & Jerry Cat-astrophe (1990).zip						catastro\					1
Tom Landy Strategy Football.img	214692912	9B9180E6	DOS05170	Tom Landry Strategy Football (1993).zip		Image	RUN.BAT	347	F40191F0	Tlandry\					1
FOOTBALL.EXE	417856	51E9BFA3	DOS05171	Tom Landry Strategy Football Deluxe Edition (1993).zip			RUN.BAT	350	7944DDDC	TlandryD\					1
BLOB.EXE	67265	B2979251	DOS05173	Tommy's Blob (1986).zip						tomblob\					1
EGG.EXE	60206	39548118	DOS05174	Tommy's Egg (1986).zip						TommysEg\					1
ENET.EXE	54853	E012AD8F	DOS05175	Tommy's Enet (1987).zip						TommysEn\					1
FLIPOUT.EXE	66242	4CF9DC1D	DOS05176	Tommy's Flipout (1987).zip						TomFlip\					1
DISCUS.EXE	60502	750AC352	DOS05177	Tommy's Floppy Discus (1987).zip						TomFlop\					1
GBABIES.EXE	55342	965BFC84	DOS05178	Tommy's Gorilla Ball Babies (1987).zip						TomGBBab\					1
GAUNTLET.EXE	58865	FE9C1452	DOS05179	Tommy's Gorilla Ball Gauntlet (1987).zip						TomGBGau\					1
GGOTCHA.EXE	56522	4F4F22F1	DOS05180	Tommy's Gorilla Ball Gotcha (1987).zip						TomGBGot\					1
GBALLS.EXE	77502	0508372C	DOS05182	Tommy's Gorilla Balls (1986).zip						tomgori\					1
RAMPARTS.EXE	68100	34943AE7	DOS05183	Tommy's Gorilla Ball Ramparts (1986).zip						TomGBRam\					1
GBTAG.EXE	58320	9A3A67F5	DOS05184	Tommy's Gorilla Ball Tag (1987).zip						TomGBTag\					1
GBTRAIN.EXE	56241	3E618A0C	DOS05185	Tommy's Gorilla Ball Train (1987).zip						TomGBTr\					1
HOLLYWRD.EXE	77641	A33785A0	DOS05186	Tommy's Hollywords (1992).zip						TommysHo\					1
HYPER.EXE	72423	89CCBF38	DOS05187	Tommy's Hyperdrive (1986).zip						tomhypdr\					1
JAMMER.EXE	54384	A4198C7C	DOS05188	Tommy's Jammer (1986).zip						TommysJa\					1
JJET.EXE	77417	7950042A	DOS05189	Tommy's Jupiter Jet (1987).zip						TommysJu\					1
LIFTS.EXE	60645	7471C81C	DOS05190	Tommy's Lifts (1986).zip						TommysLi\					1
TOMMANOR.EXE	63414	67B103B7	DOS05191	Tommy's Manor (1989).zip						tommano\					1
METEORS.EXE	75634	DC3A0B0B	DOS05192	Tommy's Meteors (1986).zip						TommysMe\					1
MOLE.EXE	53723	875CC218	DOS05193	Tommy's Mole (1987).zip						TomMole\					1
NITELITE.EXE	64626	FB6113F1	DOS05194	Tommy's Nite Lites! (1995).zip						tomnite\					1
TOMNYET.EXE	65489	0FA48CE2	DOS05195	Tommy's Nyet (1989).zip						tomnyet\					1
ONEARM.EXE	61459	68B0CD27	DOS05196	Tommy's One-Armed Bandit (1986).zip						tom1band\					1
PACKRAT.EXE	59781	9766209A	DOS05197	Tommy's Packrat (1986).zip						TommysPa\					1
PALACE.EXE	91034	FF476165	DOS05198	Tommy's Palace (1986).zip						tompala\					1
ROCKS.EXE	56874	FB5E76C5	DOS05199	Tommy's Rocks (1987).zip						TommysRo\					1
SILO.EXE	63476	DEBC16C8	DOS05200	Tommy's Silo (1986).zip						TommysSi\					1
GOBLINS.EXE	60698	E0F6AA55	DOS05201	Tommy's Space Goblins (1987).zip						TommysSp\					1
STARBALL.EXE	56162	B0CECF18	DOS05202	Tommy's Starball (1986).zip						tomstarb\					1
STOMPERS.EXE	64455	795C856C	DOS05203	Tommy's Stompers (1986).zip						TommysSt\					1
TURKEYS.EXE	70887	7BEAB285	DOS05204	Tommy's Turkeys (1986).zip						TommysTu\					1
FATMAN.EXE	86848	2E4E594A	DOS05205	Tongue of the Fatman (1989).zip			run.bat	875	FA66C882	Tongueof\					1
MAIN.EXE	1482647	221BD321	DOS05206	Tony La Russa Baseball 3 (1995).zip		Image	TONY3.BAT	543	4AC4B989	TonyLRB3\Tony3\					1
BB.EXE	489264	85FCD017	DOS05207	Tony La Russa Baseball II (1993).zip			run.bat	488	97C55BDC	TonyLaRu\tony2\					1
MAIN.EXE	128576	95148526	DOS05208	Tony La Russa's Ultimate Baseball (1991).zip			run.bat	510	6FC3F058	TonyLRUB\ULTIMATE\					1
TOOBIN.EXE	64468	7DA1B452	DOS05210	Toobin' (1989).zip						Toobin\					1
MAIN.EXE	724251	55FBF4D9	DOS05211	Toonstruck (1995).zip			TOONSTRK.BAT	531	4C6F4CDA	toonstrk\					1
TOPGUN.EXE	50533	5E67D6FD	DOS05213	Top Gun (1987).zip						TopGun\					1
DZ.COM	832	33B6391C	DOS05214	Top Gun Danger Zone (1991).zip			run.bat	460	B91F48FA	TopGunDa\					1
TOPGUN.EXE	24870	490F34D3	DOS05215	Top Gun Fire at Will (1996).zip			RUN.BAT	433	1F630BCB	TopGunFi\					1
PERESTR.EXE	75172	030262D2	DOS05217	Toppler (1990).zip						Toppler\perest\					1
SIERRAH.EXE	828099	F179349D	DOS05221	Torin's Passage (1995).zip						torin\					1
TORNADO_CD.BIN	464289504	BCC10F0F	DOS05222	Tornado (1993).zip		Image	run.bat	465	750F1A25	TORNADO\tornado\					1
CARNAGE.EXE	212448	A22E6CA6	DOS05225	Total Carnage (1994).zip						TotalCar\					1
CONTROL.EXE	658448	147D09D8	DOS05226	Total Control (1996).zip						TotalCon\control\					1
TCFBALL.EXE	1966080	2CB43718	DOS05227	Total Control Football (1996).zip			run.bat	476	04BC1206	TotalCnF\games\tcfball\					1
tennis.exe	70528	3D0F3F87	DOS05228	Tournament Tennis (1985).zip						Tourname\					1
TR.EXE	558671	B22DF7E1	DOS05229	Tower of Souls (1995).zip			TOWER.BAT	45	9CE0FD81	towsouls\					1
NEBEGA.EXE	222475	92F13D49	DOS05231	Tower Toppler (1988).zip						TowerTop\					1
Town with no name.bin	499764720	B1BB4950	DOS05232	Town With No Name (1993).zip		Image	TOWN.BAT	66	3ABFA229	twnoname\twnoname\					1
BUNNY.EXE	284731	FCFCD5FF	DOS05233	Toxic Bunny (1996).zip						ToxicBun\games\toxic\					1
RALLY.EXE	134625	3D7DF950	DOS05234	Toyota Celica GT Rally (1992).zip			run.bat	559	26ACDF89	ToyotaCe\					1
ts.IMA	1474560	05FF6EC3	DOS05235	Toy Shop, The (1986).zip		Image				TheToySh\					1
GO.EXE	253784	AC58C2C8	DOS05236	Track Attack (1996).zip			RUN.BAT	352	B43C55D4	TrackAtt\					1
TRCKCODE.EXE	205392	532C4031	DOS05237	Tracker (1987).zip			TRACKER.BAT	41	BB1CE42E	Tracker\					1
TRACON.EXE	166645	C37B4193	DOS05238	Tracon Air Traffic Control Simulator (1989).zip						TraconAi\					1
TRACON.EXE	304194	212BA932	DOS05239	Tracon II (1990).zip						TraconII\					1
T.EXE	208160	53413D87	DOS05240	Traders - The Intergalactic Trading Game (1992).zip			TRADERS.BAT	25	5AB6E215	Traders\					1
TW2002.EXE	86736	8B2FFCBD	DOS05241	Trade Wars 2002 (1990).zip						TradeWar\install\tradewar\					1
TD1.EXE	33776	2ED7CA9D	DOS05242	Traffic Department 2192 (1994).zip			run.bat	576	04D7C60E	TrafficD\					1
TD3.EXE	224128	49B19963	DOS05242	Traffic Department 2192 (1994).zip			run.bat	576	04D7C60E	TrafficD\					1
TD2.EXE	242496	B66E94A6	DOS05242	Traffic Department 2192 (1994).zip			run.bat	576	04D7C60E	TrafficD\					1
TBALL.EXE	130928	2F30DBFC	DOS05243	TrainBall (1990).zip						TrainBal\					1
Train.exe	102389	6408E55D	DOS05244	Train, The - Escape to Normandy (1988).zip						TheTrain\					1
TRN.COM	17408	426B2F64	DOS05245	Trains (1984).zip						trains84\					1
MAIN.IO	3246	FBDE968D	DOS05246	Transarctica (1993).zip						Transarc\trans\					1
TYCOON.EXE	404896	A7825679	DOS05247	Transport Tycoon (1994).zip			run.bat	810	A2DA1697	Transpor\					1
TTDX.EXE	496601	2F964C58	DOS05248	Transport Tycoon Deluxe (1995).zip			run.bat	831	2BF62865	TranTDLX\TTDLX\					1
NOVEL1.EXE	51600	DCFEDCA5	DOS05251	Transylvania (1986).zip						transyl1\					1
ADLRUN.EXE	146834	EC9A7028	DOS05252	Transylvania 3 - Vanquish the Night (1990).zip			NOVEL.BAT	61	BF92BA01	transyl3\					1
TRANTOR2.EXE	82602	D2A3F691	DOS05253	Trantor the Last Stormtrooper (1988).zip						Trantort\					1
S.EXE	15143	7497DB58	DOS05255	Trash It (1997).zip			TRASHIT.BAT	102	C2CE8731	TrashIt\TrashIt\					1
TRAUMA.EXE	20754	04661F0F	DOS05256	Trauma (1995).zip						Trauma\					1
TRAZ.EXE	141694	B01DE4BA	DOS05257	TRAZ (1989).zip						TRAZ\					1
COVE.EXE	156928	6C46081F	DOS05258	Super Solvers Treasure Cove (1994).zip						SSTC\					1
HUNT.COM	31232	F186555A	DOS05260	Treasure Hunt (1982).zip						Treasure\					1
TRI.EXE	42996	687222C3	DOS05261	Treasure Island (1985).zip						treasil\					1
tmprog.exe	151716	687A816C	DOS05262	Super Solvers Treasure MathStorm (1992).zip						SSTMS\					1
control.exe	3984	0F0B4BF3	DOS05263	Treasures of the Savage Frontier (1992).zip			run.bat	1971	14CE6877	TreasSav\					1
TT.EXE	85319	12F54A80	DOS05264	Treasure Trap (1990).zip			TT.BAT	36	6F68A176	TresTrap\ezoo\					1
treehse.exe	273408	A24FEE40	DOS05265	Treehouse, The (1991).zip			run.bat	458	6A685DFC	TheTreeh\					1
THT.EXE	39680	0C1C1D56	DOS05266	Treehouse Truants (1994).zip						treetrua\					1
TREKBOER.EXE	28105	96FEB063	DOS05267	Trekboer (1985).zip						trekboer\					1
Trek9.exe	27779	0B1073BB	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek6.exe	28107	1FE95F81	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek8.exe	27808	3D79004A	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek3.exe	27894	424AC8E7	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek10.exe	27889	46BE374C	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek2.exe	28182	49A22EDE	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek7.exe	28039	937C04CF	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek4.exe	28550	98FDF127	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek1.exe	33112	A0F6F2AE	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
Trek5.exe	27479	FF7244A3	DOS05268	Trek Trivia (1988).zip			run.bat	1103	72A49A70	TrekTriv\					1
TRIALBYMAGIC.img	88999680	C8CA323A	DOS05272	Trial by Magic (1995).zip		Image				triamagi\cd\					1
Odysseus.exe	2570368	C6B7F45D	DOS05273	Trials of Odysseus Kent, The (2002).zip			run.bat	529	6E9E8CA9	odykent\					1
TOT.EXE	207280	98969314	DOS05274	Trick or Treat (1994).zip						tot\					1
quiky.exe	151552	8C02E377	DOS05275	Tricky Quiky Games (1994).zip						TrickyQ\					1
TRIGGER.EXE	2289	D5C18266	DOS05276	Trigger (1989).zip						Trigger\					1
TRINITY.DAT	262065	1F6E4B80	DOS05277	Trinity (1986).zip			frotz.exe	129024	57987597	trinity\					1
triplane.exe	474624	847BB371	DOS05278	Triplane Turmoil (1996).zip						Triplane\					1
TPLAY.EXE	1415125	9D4FBFAA	DOS05281	Triple Play 97 (1996).zip						TriplePl\tplay\					1
TRIS.EXE	148412	AC8AAFA2	DOS05284	Tris (1997).zip						Tris97\					1
TW3.EXE	28896	03B081B4	DOS05289	Trivia Whiz (1990).zip			run.bat	614	B52284CA	TriviaWh\					1
TW2.EXE	29632	1D56D6B7	DOS05289	Trivia Whiz (1990).zip			run.bat	614	B52284CA	TriviaWh\					1
TW5.EXE	28192	A283FF6D	DOS05289	Trivia Whiz (1990).zip			run.bat	614	B52284CA	TriviaWh\					1
TW1.EXE	29808	AC8E8586	DOS05289	Trivia Whiz (1990).zip			run.bat	614	B52284CA	TriviaWh\					1
TW4.EXE	28400	D21FAA9A	DOS05289	Trivia Whiz (1990).zip			run.bat	614	B52284CA	TriviaWh\					1
TRODDLER.EXE	41271	6F4A93B3	DOS05290	Troddlers (1993).zip			run.bat	439	4CABD1D4	Troddler\					1
RUN.EXE	42043	53955714	DOS05291	Trog! (1990).zip			run.bat	500	AD7A1EF9	Trog!\					1
TROIKA.EXE	10992	2D2FDAAF	DOS05293	Troika (1991).zip			run.bat	884	F5D5CF64	Troika91\troika\					1
Troj.exe	78394	6C6A8888	DOS05294	Trojan (1986).zip						Trojan\					1
TROLLS.EXE	2464	9FD5BCA8	DOS05295	Trolls (1992).zip						Trolls\					1
TRONIC.EXE	1948373	DE8F6938	DOS05296	Tronic (1996).zip						Tronic\					1
TRON.EXE	15878	0C887592	DOS05297	TRON - Light Cycles (1992).zip						TRONLigh\					1
TC3.EXE	10847	36A73B2E	DOS05299	Trump Castle 3 (1993).zip			run.bat	452	38361917	TrmpCas3\capstone\tc3\					1
TC2.EXE	214144	68B8AE1E	DOS05300	Trump Castle II (1991).zip						TrmpCas2\					1
R&C.EXE	81665	311E2073	DOS05301	Trump Castle (1988).zip			TRUMP.BAT	607	C3954533	TrmpCas\					1
MAIN.EXE	571054	3EDBAB55	DOS05302	Tube (1995).zip			TUBE.BAT	9	E583F6B1	Tube\					1
TUBES.EXE	46037	273B3FC5	DOS05303	Tubes (1993).zip						Tubes93\					1
PART2.EXE	115606	06B3B815	DOS05304	Tubular Worlds (1994).zip			TUBWORLD.BAT	34	19E1FAD9	TubularW\					1
TB1.img	430145520	53846B01	DOS05305	Tunnel B1 (1996).zip		Image				TunnelB1\cd\					1
T.EXE	39552	2DF64A2E	DOS05306	Tunneler (1991).zip						Tunneler\					1
TUNNEL.EXE	29984	194A57DB	DOS05307	TunnelMan, The (1994).zip						TheTunne\					1
TUNNELS.EXE	158303	A134F33E	DOS05308	Tunnels of Armageddon (1989).zip						Tunnelso\					1
tntcrack.com	130	7CC730D5	DOS05309	Tunnels & Trolls - Crusaders of Khazan (1990).zip						tunntrol\					1
TURBO.EXE	45782	D0D94238	DOS05311	Turbo (1987).zip						Turbo\					1
TURBO.EXE	72759	D5CA2D00	DOS05312	Turbo Cup (1988).zip						TurboCup\					1
outrun.com	536	45DC4C10	DOS05313	Turbo Out Run (1990).zip						TurboOut\					1
TI.EXE	27506	8F17B98A	DOS05314	Turn It (1990).zip			TURNIT.BAT	11	2C09DD4E	TurnIt90\					1
TVGA.EXE	73904	7760DB2C	DOS05315	Turn It II (1991).zip						TurnIt2\					1
GAME.EXE	107547	CA012BDC	DOS05316	Turn n' Burn (1991).zip			TNB.BAT	306	A874AD61	TurnnBur\					1
TUROID.EXE	124368	C3872469	DOS05317	Turoid (1995).zip						Turoid\					1
T2.EXE	2824385	8461862B	DOS05318	Turrican II - The Final Fight (1995).zip			TURRICAN.BAT	44	EBEBAF1F	Turrican\turrican\					1
TT_E1H.EXE	140704	58DF833E	DOS05319	Tush-Tush - HaGibor HaMistory (1997).zip			MAIN.bat	627	BAE58102	TushTus\menu\					1
BBV.EXE	188304	30222232	DOS05320	TV Sports - Basketball (1990).zip						TVSBask\					1
TVFB.EXE	939	3BF506EE	DOS05321	TV Sports - Football (1989).zip						TVSFoot\					1
2000.COM	2240	1F194504	DOS05324	Twilight - 2000 (1991).zip			run.bat	454	A236A275	Twilit2k\twsp\					1
twilight.exe	50272	CB8C2CC8	DOS05326	Twilight Treasures (1989).zip						Twilight\					1
TZONE.EXE	109204	D8B3552B	DOS05327	Twilight Zone (1988).zip			TZVGA.BAT	9	B8E416FE	twilzone\					1
TWINBLOK.EXE	3165028	016DF35D	DOS05328	TwinBlok (1996).zip						TwinBlok\TwinBlok\					1
TDRAGON.EXE	82345	0F6EB544	DOS05331	Twin Dragon (1998).zip			RUN.BAT	347	440FD704	TwinDrag\					1
TWINSEN.EXE	616448	83E081C6	DOS05332	Twinsen's Odyssey (1997).zip						twinsen\TWINSEN\					1
TYPHOONE.EXE	251860	D9D9C3C8	DOS05334	Typhoon of Steel (1991).zip						Typhoono\					1
TYRIAN1.LVL	538262	06CE2EFE	DOS05335	Tyrian (1995).zip			run.bat	880	32FD0731	Tyrian\					1
TYRIAN1.LVL	538856	4969C261	DOS05336	Tyrian 2000 (1999).zip			run.bat	902	CE3642C2	Tyrian20\					1
T-ZERO.EXE	84315	18C72607	DOS05337	T-Zero (1991).zip						tzero\					1
UEFACODE.EXE	2212179	3273A623	DOS05338	UEFA Champions League 1996-97 (1997).zip			run.bat	371	CD2CC3B2	UEFACha\uefa\					1
EURO96.EXE	1340762	3FE5689B	DOS05339	UEFA Euro 96 England (1996).zip						UEFAEuro\EURO96\					1
UF.EXE	81959	799EFED3	DOS05340	UFO (1989).zip			UFO.BAT	6	53F4BEB9	UFO\					1
UGH.EXE	411838	ABCBB92F	DOS05342	Ugh! (1992).zip						Ugh!\					1
ULISES.EXE	2277	310A409A	DOS05343	Ulises (1989).zip						Ulises\					1
WEREWOLF.EXE	596835	0D085BBC	DOS05345	Werewolf vs. Comanche 2.0 (1995).zip			run.bat	697	24F58382	Werewolf\wvsc\					1
WF.EXE	301488	2D2FF023	DOS05346	Western Front - The Liberation of Europe 1944-1945 (1991).zip						WesternF\					1
WETLANDS.EXE	647411	BD56FBBD	DOS05348	Wetlands (1995).zip						Wetlands\Wetlands\					1
whalvoy1.BIN	61711776	42D02B85	DOS05349	Whale's Voyage (1993).zip		Image				whalvoy1\cd\					1
WV2.EXE	1055	C1B47432	DOS05350	Whale's Voyage II (1995).zip						whalvoy2\wv2\					1
menu.exe	61172	4854A9B2	DOS05351	Wheel of Fortune (1987).zip			start.bat	8	2041BF3B	WheelF\					1
WW2!.EXE	831002	99FC4DA0	DOS05352	WWII - Battles of the South Pacific (1993).zip			run.bat	694	D892B813	WWIIBat\ww2\					1
WW2GI.EXE	1078643	4BA75278	DOS05353	World War II GI (1999).zip			run.bat	495	F2527DB6	WorldWar\ww2gi\					1
RALLYHI.EXE	653375	24426757	DOS05354	World Wide Rally (1997).zip			RUN.BAT	355	7281A680	WorldWid\					1
BLACK.EXE	20604	7B4A882E	DOS05357	Worms - Reinforcements (1995).zip			RUN.BAT	368	319B58C0	WormsRe\					1
WORTHY.EXE	186304	9A7862D7	DOS05358	Worthy Opponent (1988).zip						WorthyOp\					1
WOE.EXE	86624	27347124	DOS05359	Wrath of Earth (1995).zip						WrathofE\Wrath\					1
WRATH.EXE	32897	89DD25B4	DOS05360	Wrath of the Demon (1991).zip						Wrathoft\					1
EM.COM	24454	B1146656	DOS05361	Emergency Mission (1986).zip						EmerMiss\					1
BIG2.EXE	287568	0B145D3A	DOS05362	Big Two (1990).zip						big2\					1
COMBAT.BAS	40402	03CD131A	DOS05363	Combat - Conflict Simulation (1985).zip			BASICA.COM	1437	F50355AA	ComCoSim\					1
CRIMELAB.EXE	70352	0C29E29A	DOS05364	Crime Lab - Case Of The Missing Masterpiece (1987).zip						CrimeLab\					1
SPY.EXE	72416	BDEFB9B7	DOS05365	Spy's Adventures in South America, The (1987).zip						TheSpys\					1
namegame.exe	141066	05412FCE	DOS05366	World Name Game, The (1989).zip						TheWorl\					1
ORTO.EXE	6279	45AE60E7	DOS05369	Ortomania (1994).zip						Ortomani\Ortoman\					1
TGX.EXE	219006	8389D812	DOS05370	Super Solvers Treasure Galaxy! (1994).zip			TGX.BAT	270	A7FE6830	SSTGalx\					1
SNAKE.EXE	55494	DE49269E	DOS05372	John Chenault's Snake! (1984).zip						Jsnake\					1
JOURNEY.EXE	165104	BCCB1C3F	DOS05373	Journey to the Promised Land (1992).zip			JOURNEY.BAT	35	D418EB3E	JttPLand\					1
Tzabar.exe	45200	15D6C3B1	DOS05378	Koach Tzabar (1997).zip						Tzabar\					1
LS.EXE	73062	99C1ACF4	DOS05379	Links LS 1997 (1996).zip						LinksLS1\LINKSLS\					2
PLAY.COM	1131	7552A1EB	DOS05380	Little Fighter (1995).zip						LitFight\					1
ultimaii.exe	37344	BF3A1336	DOS05383	Ultima II - Revenge of the Enchantress (1983).zip			run.bat	605	D0607639	ultima2\					1
ULTIMA.EXE	36880	4FD5ACAA	DOS05384	Ultima I - The First Age of Darkness (1986).zip						ultima1\					1
ULTIMA.COM	480	C168E424	DOS05386	Ultima IV - Quest of the Avatar (1985).zip			run.bat	3157	EC5CE70D	ultima4\					1
ubb.BIN	203972496	B31129C4	DOS05387	Ultimate Body Blows (1994).zip		Image				UBodyBlo\cd\					1
UC1.EXE	637664	765C0E56	DOS05388	Ultimate Cards (1992).zip			UC.BAT	23	2CE99D94	UltiCard\uc\					1
DOMAIN.EXE	278826	93B13F0C	DOS05389	Ultimate Domain (1994).zip						UltiDoma\ud\					1
PERILS.EXE	1351957	3370138A	DOS05390	Perils of Treasure Mountain (2017).zip						PeriloTM\					1
DOOM.EXE	715493	442D1583	DOS05391	Ultimate DOOM, The (1995).zip			run.bat	501	60A80E81	UltDoom\					1
FOOTBALL.EXE	744704	0D2EDC6B	DOS05395	Ultimate Football '95 (1995).zip			run.bat	691	F5DD762B	UltFot95\UltFot95\					2
FOOTBALL.EXE	744704	0D2EDC6B	DOS05396	Ultimate NFL Coaches Club Football (1994).zip			run.bat	694	ED827635	UltimNFL\nfl\					2
Ultimate Pinball.bin	14450688	050870B1	DOS05397	Ultimate Pinball (1996).zip			PINBALL.BAT	740	FFC1565E	UltPinB\					1
USM.EXE	612023	10519429	DOS05399	Ultimate Soccer Manager (1995).zip			run.bat	646	FAA805B1	UltSocM1\					1
USM2E.EXE	1099129	936AC4C3	DOS05400	Ultimate Soccer Manager 2 (1996).zip			USM2.BAT	220	9E1CCBC2	UltSocM2\USM2\					1
GAME.EXE	424635	56B1A1DA	DOS05401	Ultimate Tapan Kaikki, The (1998).zip						UltTapan\					1
CS000.N00	498	2BE74716	DOS05406	Ultima Underworld 2 - Labyrinth of Worlds (1993).zip			run.bat	2418	3A6862EE	ultimau2\					1
CS000.N00	1682	3C052588	DOS05407	Ultima Underworld - The Stygian Abyss (1992).zip			run.bat	1898	62B2BCE7	ultimau1\					1
ULTIMA6.EXE	18677	B6F7B862	DOS05410	Ultima VI - The False Prophet (1990).zip			run.bat	2100	3F1EE659	ultima6\					1
ULTIMA.EXE	36592	4E56116E	DOS05411	Ultima V - Warriors of Destiny (1988).zip			run.bat	1346	192D056E	ultima5\					1
MARTIAN.EXE	118480	893D974E	DOS05412	Ultima Worlds of Adventure 2 - Martian Dreams (1991).zip			run.bat	798	239526BF	wultima2\					1
ULTIMUH.EXE	26372	C8B3AAD6	DOS05413	Ultimuh MCMLXVII - Part 2 of the 39th Trilogy - The Quest for the Golden Amulet (1993).zip						ultimuh\					1
ULTRA.EXE	85374	4024863B	DOS05414	Ultrabots (1993).zip			run.bat	446	EFFFF88D	Ultrabot\ea\ultrabot\					1
QUIZ.EXE	35443	56E283A6	DOS05416	Ultra-Quiz (1992).zip						Ultra-Qu\					1
UMSIIEGA.EXE	197689	8C9E47BD	DOS05417	UMS II - Nations at War (1990).zip			RUN.BAT	337	E3C637F9	UMSIINa\ums2\					1
UMS.EXE	274848	3173622C	DOS05418	Universal Military Simulator, The (1993).zip						ums\					1
KOEI.COM	2282	CDEC923E	DOS05419	Uncharted Waters (1990).zip						UnchWat1\waters\					1
KOEI.COM	776	321AF1BA	DOS05420	Uncharted Waters 2 - New Horizons (1995).zip						UnchWat2\					2
21.EXE	78046	71807D14	DOS05421	Uncle's Casino (1991).zip						UnclesCa\					1
UC.EXE	313376	913FE58C	DOS05422	Uncover It (1994).zip						UncoverI\					1
MOON.EXE	19168	43AED844	DOS05423	Under a Killing Moon (1994).zip			run.bat	679	AD23B01F	kmoon\					1
UNDERFIR.COM	22612	63F3D89A	DOS05424	Under Fire (1987).zip			UF.BAT	487	A89BDA6C	UnderFir\					1
IBMOEM_07C.bin	444563280	86717B21	DOS05425	Undersea Adventure (1994).zip		Image	run.bat	541	9938FE91	Undersea\sea\					1
UNINVITE.EXE	89943	E9842374	DOS05426	Uninvited (1986).zip						uninvite\					1
