Identification FileName	Size	CRC32	eXoID	ZIP	Boot	Image	StartingExe	StartingExeSize	StartingExeCRC	IDFileFolder	Rowstart	Rowlines	eXoDOS entry?	Same ID, Name and Size	Unique File
TAO.EXE	825109	819E79F2	DOS07983	TAO - Ren Jian Dao Zhi Shaonian Yan Chi Xia (1998).zip			PLAY.BAT	9	F36190CE	TAO1998\engine\TAO\					1
Sky.bin	618383136	7A6ED82E	DOS07984	End of the World, The (1997).zip			SKY.EXE	615395	F29C25FB	EotW\sky\					1
UM.EXE	76478	C18B595C	DOS07985	Ultimate Mission (1996).zip						UltMis96\um\					1
MANAGER.EXE	56208	8386B089	DOS07986	Time Runners (1994).zip			run.bat	5445	50595088	TimeRun\SIMULDIR\					1
EXP.EXE	302857	7303BD90	DOS07989	EXP - The Excellent Potato (1996).zip						EXP\					1
BAR.EXE	207899	D550073D	DOS07990	Barbarian (1996).zip						Barbar96\sien\bar\					1
BRICKS.COM	1344	FF344833	DOS07991	Bricks Deluxe Edition (1997).zip						BrickDLX\					1
BRIX2.EXE	160804	22BEB073	DOS07992	Brix 2 Deluxe (1992).zip			BRIX.BAT	15	4B877382	BrckDLX2\					1
BRIX3.EXE	151668	B259F209	DOS07993	Brix 3 - Superlogic (1994).zip			BRIX.BAT	14	630FDE27	brix3\					1
BRIX4G.EXE	154216	4CEC9D91	DOS07994	Brix 4 - Genius (1994).zip			BRIX.BAT	26	8C13A7C2	brix4\					1
CYDONIA.EXE	223232	982EBFA4	DOS07995	Cydonia (1996).zip						Cydonia\					1
ECO.EXE	79208	4A35212A	DOS07996	Eco-Kid - Amazonia Conection (1997).zip			ECO.BAT	518	553F550D	EcoKidA\					1
ECO.EXE	85888	0D607B91	DOS07997	Eco-Kid - La Senda de los Elefantes (1997).zip			ECO.BAT	518	553F550D	EcoKidS\					1
ECO.EXE	79264	6FAA0F9B	DOS07998	Eco-Kid - Rescate en el Artico (1997).zip			ECO.BAT	518	553F550D	EcoKidR\					1
OMEGA2.EXE	21624	D0FBEEAF	DOS07999	Dimension Omega (1989).zip						DimOmega\					1
Bugs.exe	790495	B35CB125	DOS08000	Bombs and Bugs (1998).zip						BombBugs\					1
BOLIX.EXE	86000	F98A2E8C	DOS08001	Bolix (1993).zip						bolix\					1
BREAKIT.EXE	109096	1F0711C2	DOS08002	Break It (1995).zip						breakit\					1
BILL.EXE	288336	21B1DC1C	DOS08003	Billiards (1993).zip						Billia93\					1
MJPLAY.EXE	57768	83301440	DOS08004	Authentic Taiwan Sixteen Mahjong (1994).zip			PLAY.BAT	33	0C08034D	AT16MJ\twmj\					1
BRIX.EXE	10377	6708C3E9	DOS08005	Crazy Brix (1999).zip						CrazBrix\					1
CYBOTRON.COM	61574	6A6A0580	DOS08006	Cybotron (1989).zip						Cybotron\					1
EGA.EXE	232483	FF2EAD7F	DOS08007	Cyberbig (1989).zip						Cyberbig\					1
DRNOCD.EXE	1843635	3920FF1A	DOS08008	Dark Rage (1997).zip						DarkRage\					1
HOTSPEED.EXE	81724	F38FDD25	DOS08010	Hot Speed (1996).zip						HotSpeed\					1
MM.EXE	156280	7B860504	DOS08012	Incredible Adventure of Mad Mac, The (1994).zip						MadMac\					1
KUWAIT.EXE	20764	BDCFBD46	DOS08014	Kuwait Assault (1991).zip						KuwaitAs\					1
VUELTA.EXE	92240	6942B2A1	DOS08015	Vuelta Ciclista 2000, La (2000).zip						LaVuelta\					1
MAHJONG.EXE	274904	EC88E7D1	DOS08018	Mahjong for One (1992).zip						MJfor1\					1
MAHJONGG.EXE	75926	4B7E0E96	DOS08019	Mahjongg (1989).zip						Mahjong9\					1
MARIO.EXE	68774	40B0ABC2	DOS08020	Marioup (1999).zip						Marioup\					1
FUTBOL.EXE	2948	265BAA9F	DOS08021	Mundial de Futbol (1990).zip						MUFutbol\					1
PANIC.EXE	38589	2CBF0D88	DOS08022	Panic! (2002).zip						Panic02\					1
POKER.EXE	35824	B5E8E6B2	DOS08025	Porky's Strip Poker (1993).zip						PorkySP\					1
crimen.exe	7509	49281B4E	DOS08026	Abadia del Crimen, La (2000).zip						abadia2\					1
crystalmap.iso	90537984	26AA17B1	DOS08027	Crystal Map (1997).zip		Image				CrystMap\CD\					1
MOVE_IIS.EXE	351698	79DECD37	DOS08028	Move It II (1993).zip						MoveIt2\					1
MASTER.EXE	461357	A4059BC0	DOS08029	Mastermind (1993).zip						MaMi93\					1
RAMSES.EXE	76612	C7006332	DOS08030	Ramses (1994).zip						Ramses94\					1
MJG.EXE	129720	7377DA9C	DOS08031	Mahjong Houtei Raoyui (1995).zip			START.BAT	66	2F6F9AAF	Houtei\					1
REBEL.EXE	841237	3B22390B	DOS08032	Rebel Century (2001).zip			run.bat	674	413E5923	RebelCen\					1
REBEL.EXE	417945	8927C2A1	DOS08033	Rebel Decade (2004).zip			run.bat	1563	509C803F	RebelDec\					1
REDDEVIL.EXE	1471175	FD082F92	DOS08034	Red Devils (1997).zip						RedDev\					1
RD2.EXE	2015975	CD22083B	DOS08035	Red Devils 2 (1998).zip						RedDev2\					1
ROBJUN.EXE	132926	A2DAFC05	DOS08036	Robot I-IV Collection (1990).zip			run.bat	613	A2E8E256	Robo1234\					2
SABOTAJE.COM	55368	181A6150	DOS08037	Sabotaje (1988).zip						Sabotaje\					1
SM.exe	99680	BEB5C535	DOS08038	Salchicha Mortal (1995).zip						SalcMort\					2
SM.exe	99680	BEB5C535	DOS08038	Salchicha Mortal (1995).zip						SalcMort\					2
BOXEO.EXE	2359	CF829646	DOS08039	Simulador de Boxeo (1990).zip						SimDeBox\					1
SD.EXE	77644	7BF68D7C	DOS08040	Skate Dragon (1990).zip						SkatDrag\					1
STAR.EXE	91296	54C9A5A8	DOS08042	Star Bowls (1991).zip						StarBowl\					1
BOX.EXE	59692	8DB1F0D9	DOS08043	Super Boxing (1994).zip			SBOXING.BAT	56	54B48590	SuprBox\					1
GAME.EXE	85152	766CEBF0	DOS08044	Supercyber (1993).zip			SUPERCYB.BAT	24	AED95D87	SuprCyb\					1
MAHJSOL.EXE	118456	B674571A	DOS08046	TEGL Mahjong Solitaire (1993).zip						TEGLMSol\					1
TMIX.COM	2043	AE5607D4	DOS08047	Totsugeki! Mix (1994).zip						Totsugek\					1
TUBIS.EXE	91824	23088D57	DOS08048	Tubis (1993).zip						Tubis93\					1
BOULSTAR.EXE	272048	E7698EA1	DOS08049	VGA-BoulderStar (1991).zip			START.BAT	37	2BF93FD8	VGABould\					1
GAME	139388	14D17F59	DOS08050	Wissoll Circus Trophy (1997).zip			GAME.BAT	40	8D645139	Wissoll\					1
SILK.EXE	75636	B371D42D	DOS08051	Silk (1993).zip						Silk93\					1
KA.LNK	699156	E588323D	DOS08052	Isaac Asimov - Science Adventure 2 (1994).zip			KA.COM	1824	B0EA8C90	IAsciAd2\SCI2\					1
5TO7'S.EXE	147594	A0D99A36	DOS15103	Fun School 3 - for 5 to 7 Year Olds (1991).zip			FS35-7.BAT	35	64A619D6	FunSCH32\					1
madspace.exe	6112	6BEF4498	DOS15106	MadSpace (1997).zip			RUN.BAT	354	9FEF32BC	MadSpace\					1
POWERSTG.EXE	77072	BD2CA73A	DOS15107	Power Struggle (1988).zip						PowStrug\					1
FUN.EXE	70239	4B2EE568	DOS15108	Fun School 2 - For the Under-6s (1989).zip						FunSCH22\					1
FUN.EXE	70239	960E177C	DOS15110	Fun School 2 - for the Over-8s (1989).zip						FunSCH28\					1
AIRLIFT.EXE	27744	0A07FD5F	DOS15116	Operation - Airlift (1988).zip						OpAirlif\					1
SPADV.EXE	51408	381ACA75	DOS15120	Space Adventure (1988).zip						SpcAdv88\					2
RAYEDU_GB_1.BIN	492699312	3F6ADF58	DOS15123	Maths and English with Rayman Volume 1 (1996).zip			EDUGB1.BAT	82	3B1F4A59	MaERay1\					1
BBFRM.EXE	57088	676125D4	DOS15124	Barney Bear Goes to the Farm (1990).zip			FARM.BAT	52	846DC84F	BBearGtF\					1
DISK.img	368640	16664781	DOS15125	Battle Tank - Kursk to Berlin (1990).zip		Image				BTKursk\floppy\					1
DAS.EXE	46900	E116278D	DOS15126	Disney Presents - The Animation Studio (1990).zip			DAS.BAT	24	25623496	DisAnim\					1
SBAITSO2.EXE	103262	D4A937CF	DOS15127	Dr Sbaitso (1992).zip			SBAITSO2.BAT	61	5A0144B6	DrSbaits\sbaitso\					1
CHOPDUEL.EXE	20051	D41F5728	DOS15129	Chopper Duel (1993).zip						ChopDuel\					1
CK5PATCH.EXE	18320	E9D7BDCF	DOS15130	Commander Keen 9 - Battle of the Brains (2011).zip			Keen9.bat	21	B1A8A42F	CKeen9\					1
CK6PATCH.EXE	18400	12C09708	DOS15131	Commander Keen 8 - Dead in the Desert (2009).zip			KEEN8.BAT	18	DA4EC5C5	CKeen8\					1
CK4PATCH.EXE	10592	EE5F22DB	DOS15132	Commander Keen 7 - The Keys of Krodacia (2006).zip			KEEN7.bat	19	31DB5E7E	CKeen7\					1
Hugo (1996) (De).img	708351840	1F3F0FC2	DOS15134	Hugo (1994).zip			HUGO.EXE	343231	76B9038B	Hugo\Hugo2\					1
Hugo 4 - Hugo ist nicht zu bremsen! (1996) (De).img	710534496	7ED37BA0	DOS15135	Hugo 4 (1996).zip			HUGO.BAT	23	56D7D619	Hugo4\Hugo4\					1
GLOOM.EXE	60306	29ABA052	DOS15137	Encroaching Gloom, The (2018).zip						Gloom18\					1
THOMAS.EXE	20054	8DA739E4	DOS15138	Thomas the Tank Engine & Friends - The Collection (1994).zip						Thomas2\					1
DINO.EXE	96593	95B9868D	DOS15140	Puzzle Storybook (1988).zip			RUN.BAT	404	BB630EC5	PuzzStry\FIRSTBYT\PSB\					2
LM.EXE	126138	1EBB4C52	DOS15141	Logic Master, The (1990).zip			LOGIC.BAT	32	FF04D725	LogiMast\LOGIC\					1
DAVE2.EXE	25714	AA44A1E0	DOS15143	Dangerous Dave in Copyright Infringement (1990).zip						DangDavC\					1
EDDY.EXE	191026	D25F7849	DOS15144	Eddy's Adventure (1996).zip						EddyAdv\eddy\					1
FII.EXE	67520	937682FB	DOS15145	Fantasy II (1990).zip			FANTASY.BAT	154	9A3C3103	Fant2\					1
ANWB.exe	644527	2EED4C46	DOS15146	Night with Beverely, A (2000).zip						anitebev\					1
DS9.D$$	33453	597BA47C	DOS15147	XTREK Deep Space Nine (1998).zip			DS9.BAT	9	BEF99C67	DS9\					1
Ds9ts.d$$	24057	C1B1C8A6	DOS15148	XTREK Deep Space Nine - The Second Coming (1998).zip			DS9ts.bat	28	6F8AADD0	ds9tsc\					1
RUMPEL.EXE	885076	716C1CDC	DOS15149	Rumpelstiltskin's Labyrinth of the Lost (1995).zip			RUMPEL.BAT	191	FDA2A444	rumpel\					1
QUIZ.EXE	61106	7FB325A0	DOS15150	Info Quiz (1990).zip						InfoQuiz\iq2\					1
GARDEN.EXE	111899	3C21A1FC	DOS15151	Doni's Mazes (1985).zip			Go.bat	36	AA1E8F43	donimaze\					1
CRUNCHER.EXE	83108	9C5F01E5	DOS15152	Cruncher (1991).zip						Crunch91\					1
MANIAC.EXE	234200	F34F6BE3	DOS15153	Maniac, The (1991).zip						maniac\					1
MLAND20.EXE	216480	BA9F9805	DOS15155	Monster Land (1998).zip						MLand\					1
RGFX.EXE	1899256	347B9B9E	DOS15156	Elder Scrolls Adventures, The - Redguard (1998).zip						RedGuard\redguard\					1
GOLDHUNT.EXE	114080	10BA54C1	DOS15157	Gold Hunt (1992).zip						GoldHunt\					1
NIGHT.EXE	312343	BD4657CD	DOS15158	Night (1998).zip			NIGHT.BAT	30	009D93BD	Night98\					1
PYL.EXE	1633038	CF948B06	DOS15159	Pyl (1999).zip			run.bat	584	628A660F	Pyl\pyl\					1
RUN.COM	1146	5A0BCBB3	DOS15161	Daughter of Serpents (1992).zip			run.bat	477	09AE0CB7	daughter\					1
MOW.EXE	953629	8E2AB2D0	DOS15162	Man of War (1997).zip						manofwar\mow\					1
DRAGNFLY.EXE	21312	E0008927	DOS15163	DragonFly (1986).zip						DragFly\					1
MRK.EXE	568950	8B4C6EA1	DOS15164	Maximum Roadkill (1995).zip						MaxRKill\mrk\					1
Mega.img	538525680	30BBB6CA	DOS15165	MegaMorph (1997).zip		Image				MegaMorp\CD\					1
NITRO.EXE	467447	0C5EAA86	DOS15166	Nitro Racers (1997).zip						NitroRac\nitro\					1
TRUCKS.EXE	787492	7952C4AB	DOS15167	Trucks (1997).zip			RUN.BAT	350	3929E406	Trucks97\trucks\					1
UVW.bin	575753136	A4D7D23A	DOS15168	Ultra Violent Worlds (1998).zip		Image				UVWorlds\CD\					1
UW.BIN	381894240	688B4CDC	DOS15169	Unlimited Warriors (1996).zip		image	UW.BAT	920	43C2F1F3	UnlWarr\uw\					1
FOODFITE.EXE	255012	E995E6DD	DOS15170	Food Fight (1995).zip			LOCAL.BAT	50	488726C6	foodfite\					1
BRE.EXE	91712	4D5EADD3	DOS15171	Barren Realms Elite (1999).zip			LOCAL.BAT	298	83B80F0B	BRE\					1
WAR.EXE	158496	008C0BCD	DOS15172	Global War (2004).zip			LOCAL.BAT	555	97AF2972	globawar\					1
GAME.EXE	207888	5009E546	DOS15173	Land Of Devastation (1996).zip			run.bat	515	FEBBF4BF	LandODev\					1
i35_71.img	36642816	BA1F6111	DOS15174	Solar Realms Elite (1994).zip	Boot					SRE\					1
SEE.EXE	105702	857C7E06	DOS15175	Space Empire Elite (1992).zip						SEE\bbs\see\					1
USURPER.EXE	129312	043ED325	DOS15176	Usurper (1993).zip						Usurper\usurper\					1
PLANETS.EXE	298194	7B661703	DOS15177	VGA Planets (1991).zip			DEMO.BAT	406	0F643F88	VGAPlan\vga\					1
TH.EXE	161032	3E4FB3F3	DOS15178	Tele-Hang (1991).zip						telehang\					1
PLANETS.EXE	294784	026719D7	DOS15179	Planets - The Exploration of Space (1992).zip			LOCAL.BAT	13	0FA20862	PlanExSp\					1
SPELLBOU.EXE	216304	685F6785	DOS15180	Spellbound! (1992).zip			SB.BAT	472	8AA34584	SpellBou\lander\spb\					1
LEN.EXE	379853	9281626E	DOS15181	Leningrad (1997).zip						Leningra\le2\					1
DARWIN16.EXE	84278	30CD04E0	DOS15182	Darwin's Arena (1991).zip			GOARENA.BAT	28	F85A7923	DarwinAr\					1
ROSTOV.EXE	366572	1901E06C	DOS15183	Rostov (1997).zip						Rostov\ro2\					1
MARIO.EXE	224480	873A3933	DOS15184	Mario is Missing! Deluxe (1993).zip			run.bat	488	6E20EDFA	MarioMD\mariod\					1
SONTEC.COM	1469	F4D12A59	DOS15185	Sauro (1997).zip			CARGA.BAT	49	BA8503EC	sauro\					1
ROBOMAZE.EXE	8099	542492A9	DOS15186	Robomaze (1989).zip						robomaz1\					1
LT.EXE	147056	E4FC89FA	DOS15187	Mathology (1993).zip			MATH.BAT	65	5445B3E9	matholog\mathlogy\					1
25.EXE	38727	DAD90EDE	DOS15188	25 (1999).zip						25\					1
MASKA.EXE	5456	6EDCDF4C	DOS15189	#ERROR!						#ERROR!					1
BIFI.EXE	214635	F8C1566C	DOS15190	2 Fast 4 You (1995).zip						2Fast4U\					1
SPYS.EXE	268745	823C7799	DOS15191	386 Spys (1989).zip						386Spys\					1
BALLER.EXE	98313	5CBB1D5F	DOS15192	3D Baller (1996).zip						3DBaller\					1
CRICKET.EXE	148922	8EC7B606	DOS15193	Battle for the Ashes (1995).zip						BfAsh95\					1
THREEDEE.EXE	49920	1CD95E75	DOS15194	3D Ball (1987).zip						3DBall87\					1
3DETRIS.EXE	35934	60077486	DOS15195	3Detris (1994).zip						3Detris\					1
SFIGHT.EXE	863640	E4E74195	DOS15196	3D Space Fighter (1998).zip						3DSF\					1
4-GET-IT.EXE	163158	6EB99868	DOS15197	4-Get-It (1992).zip						4getit\					1
SAMOC.EXE	130945	9761DA4B	DOS15198	4-mok (1995).zip						4mok\					1
CABALLO.TBC	16571	6BF6AEB0	DOS15199	A La Carrera (1991).zip			CABALLO.BAT	18	E26E9E57	ACarrera\					1
dos.exe	1646596	FA76BAB5	DOS15200	Dracula's Shadow (2002).zip						DracShad\					1
SOCCER.EXE	1341946	491076DB	DOS15201	Actua Soccer (1995).zip			run.bat	622	0F85FE03	Actua95\ASOCCER\					1
Amcup.exe	66064	49DE495D	DOS15202	America's Cup Yacht Racing Simulator (1986).zip						ACYRS\					1
ADENTRA.TBC	29902	60654C85	DOS15203	Adentrator (1991).zip			ADENTRA.BAT	28	5AA18BA6	Adentrat\					1
ADSKOK.EXE	85370	E26C3D79	DOS15204	Adskok (1996).zip						Adskok\					1
BAL.EXE	58768	2918C110	DOS15205	Aktie-bal (1994).zip			run.bat	431	AC1EB710	Aktiabal\					1
ALADINO.EXE	72202	A297A254	DOS15206	Aladino (1994).zip						Aladino\					1
ALEX.EXE	134976	C18E4D9A	DOS15207	Alex the Allegator (1999).zip						AlexA1\					1
AVERNO.EXE	22071	144A5CCE	DOS15208	Averno (1989).zip			AVERNO.BAT	18	1443909D	averno\					1
ASSAULT.EXE	74873	AD09D5B8	DOS15209	Alien Assault (1995).zip						AlieAs95\					1
ALIEN.EXE	120494	21D036C5	DOS15210	Alien Assault (1997).zip						AlieAs97\					1
ALNALLEY.EXE	60688	BA62B255	DOS15211	Alien Alley (1994).zip						AlienAly\					1
amado.exe	98261	6D68CEB8	DOS15212	Amado (1989).zip						amado\					1
AQUAMAN.EXE	153601	7013288F	DOS15213	Aqua Man (1993).zip						AquaMan\					1
aqua.exe	24880	B85D9553	DOS15214	Aquaphobia (1992).zip						aquaphob\					1
ARKA.EXE	52304	03509A61	DOS15215	Arcanoid (1991).zip						Arcanoid\					1
ARKEGA.EXE	101550	F49B1E95	DOS15216	ARK (1988).zip						Ark88\					1
Z#.EXE	889584	E86A33A7	DOS15217	Assault Trooper (1997).zip			ASSAULT.BAT	39	23779072	AssTroop\					1
ASTATIN.EXE	17696	AABFA29B	DOS15218	Astatin (1992).zip			START.BAT	17	B0A63127	Astatin\					1
IMPACT.EXE	173535	DA1D5330	DOS15219	Asteroid Impact (1998).zip						AssImpct\					1
ASTRO.EXE	91989	6EA08EC3	DOS15220	Astro Blaster (1988).zip						AstroBla\					1
ASTRODOS.EXE	408939	79237116	DOS15221	Astrorock (1996).zip						Astrorck\					1
AROELMI.EXE	210239	D1792711	DOS15222	Aro and Elmi Fighting the Bacteria Gang (1996).zip						AroElmi\					1
BAD.EXE	58929	E38F897E	DOS15223	BAD - Blasting, Annihilation & Destruction (1997).zip						BAD97\					1
MOON.EXE	63326	53D7B32D	DOS15225	Back to the Moon (1996).zip			run.bat	628	54D0FABB	BackMoon\moon\					1
PI.EXE	80602	7A07E2D9	DOS15226	Balduin - Run for Fun (1994).zip			PINGU.BAT	62	362FF726	BRfFun\					1
BANG.EXE	83024	D0DB047F	DOS15227	Bang (1994).zip						Bang1994\					1
BANGO.EXE	29184	4.66E+276	DOS15228	Bango (1990).zip						Bango90\					1
BK.EXE	67084	9E21E737	DOS15229	Bank Buster (1990).zip			PLAY.BAT	70	150BC49E	BankBust\					1
RUN.EXE	57329	D007BAE2	DOS15230	BARQ - The Rise of Freedom (1996).zip						BARQTROF\					1
BATUP.EXE	207319	FE618B7B	DOS15231	Batter Up (1992).zip						BatterUp\bat\					1
GAME.LIB	28236061	C05C9E9D	DOS15232	Battle Fire (2000).zip						BattFire\					1
Battleins.iso	13811712	1AE7728F	DOS15233	Battle Insects (2000).zip		Image				BattInse\CD\					1
ACTION.EXE	8960	AC9E0C59	DOS15234	Battleship Bismarck (1987).zip						BattBism\					1
battle.exe	87651	D8BDA4C0	DOS15235	Battlestar (1992).zip						BattStar\Battle\					1
BRSTORM.EXE	142805	14E04203	DOS15236	Bear Stormin' (1993).zip						BearStrm\					1
BEAUBOUR.EXE	44336	37FE388F	DOS15237	Beaubourg (1993).zip						Beauborg\					1
BEERW22.EXE	52176	5ACCC3A5	DOS15238	Beerworm (1996).zip						Beerworm\					1
BEETRIS3.EXE	111104	DC30EFA3	DOS15239	Beetris (1989).zip						BeetrisD\					1
BEEZ.EXE	160304	A96FE729	DOS15240	Beez (2000).zip			run.bat	476	83A9DCB6	Beez\					1
DRIVE.EXE	17772	965511F2	DOS15241	Best Drive (1990).zip						BestDriv\					1
WOLF3D.EXE	506105	93D46A74	DOS15242	Beyond Wolfenstein (2001).zip						BeyWolf\BWOLF2SE\					1
BN.EXE	70157	368E005A	DOS15243	Bianco Natale (1994).zip						BiancoNa\					1
BRIDGE.EXE	98301	C72A722A	DOS15244	Bicycle Holiday (1992).zip			run.bat	560	27121612	BicyHoli\					1
BIGBUMPS.EXE	194255	B8BEC96D	DOS15245	Big Bumps (2001).zip						BigBumps\					1
JUEGOW.EXE	108645	E7FD8AEF	DOS15246	Biobombers (1994).zip						BioBombr\					1
BIODOMES.EXE	73321	EC36CF37	DOS15247	Biodomes (1991).zip						BioDomes\					1
BIONIC.EXE	49948	BF935BC8	DOS15248	Bionic Police (1991).zip						BionicPo\					1
BIO.EXE	87312	91A5273B	DOS15249	Biorobot's Base (1994).zip						BioRobot\					1
BIOS.EXE	54924	186FFDA0	DOS15250	Bios (1990).zip						Bios90\					1
BIPBOP1.EXE	44240	CE522C67	DOS15251	BipBop I (1993).zip						BipBop1\					1
BIPBOP3.EXE	100096	044FDAC1	DOS15252	BipBop III (1993).zip						BipBop3\					1
BIPLUS.EXE	5467714	2B33ED4B	DOS15253	Biprolex + (1997).zip			START.BAT	76	1EDE10A7	Biprolex\					1
BH.EXE	77271	57D93235	DOS15254	Black Hole (1993).zip						BlackH93\					1
BLINDMAZ.EXE	117200	52EAE034	DOS15255	Blind Maze (1989).zip						BlindMaz\					1
BLINKY3.EXE	160598	51288496	DOS15256	Blinky 3 (1995).zip						Blinky3\					1
BLOODBTH.EXE	1989120	2918A88C	DOS15257	Blood Bath at Red Falls (1997).zip						BBaRF\					1
BF.EXE	106288	AAF793BE	DOS15258	Blood on the Floor (1997).zip						BotFloor\					1
BLOXIT.EXE	147344	DFB34F1F	DOS15259	Bloxit (1993).zip						bloxit\					1
bob.exe	108706	342D7A46	DOS15260	Bob the Hamster (1994).zip						BobHamst\					1
TAG.EXE	71616	A5584808	DOS15261	Body Slam All-Star Wrestling (1995).zip			BODYSLAM.BAT	189	605011DC	BSASWres\					1
BOLEIVOL.TBC	24681	B4359D43	DOS15262	Boleivol Beach (1991).zip			BOLEIVOL.BAT	29	D5513CAC	BoleBeac\					1
BOLOS.TBC	21534	AB6CA248	DOS15263	Bolera (1992).zip			BOLERA.BAT	21	7ECB3889	Bolera\					1
BOMBJACK.EXE	41008	EF1A72A5	DOS15264	Bomb Jack (2002).zip						BombJack\					1
boot.img	1474560	EA40C748	DOS15265	Boom (1994).zip	Boot					Boom1994\					1
BDCK.EXE	69312	F562A921	DOS15266	Boulder Dash Construction Kit (1987).zip						BDashCK\BDASHKIT\					1
BOXEO.EXE	48356	CE8777BB	DOS15267	Boxeo (1990).zip						Boxeo90\					1
BROCHA.EXE	46303	4E05706E	DOS15268	Brocha Gorda (1992).zip						BrochaGo\					1
1.EXE	11668	1EC5E49E	DOS15269	Buran (1990).zip			BURAN.BAT	73	1ABC7CA6	Buran90\					1
B&B.EXE	131215	A741C1D3	DOS15270	Bump & Bomp (1996).zip						BumpIt!\					1
MAIN.EXE	7536	3DA68206	DOS15271	Bug Hunter (1996).zip						BugHuntr\					1
ANI00.EXE	18895	54A1E794	DOS15272	BuBu (1995).zip			run.bat	457	2636EF86	BuBu1995\					1
FIZZ.EXE	17453	5FCEC235	DOS15286	Captain Fizz (1989).zip						CapFizz\					1
PIRATES.EXE	71844	958467FD	DOS15287	Captured by Pirates! (1992).zip						CapbyPir\					1
CAR.EXE	3635	E33F2F35	DOS15288	Car (1987).zip						Car1987\					1
AUSTIN.EXE	93403	0EBE3D94	DOS15289	Case 316 (2000).zip						Case316\					1
SABOR.EXE	116208	821489C3	DOS15290	Sabor (1991).zip			GOEN.BAT	11	16749CD1	Cathedra\					1
cavern.exe	47616	EC1AF706	DOS15291	Caverns of Bob! (1985).zip						CavofBob\					1
CEFALUS.EXE	50871	5979E755	DOS15292	Cefalus (1990).zip						cefalus\					1
EGGTHIEF.EXE	205222	1D0AF8EB	DOS15293	Chadwick and the Sneaky Egg Thief (1994).zip			EGGTHIEF.BAT	45	0A142D83	Chadwick\					1
POKER.COM	48575	4F5BAE59	DOS15294	Championship Poker (1988).zip						CHPok88\					1
CIRCUS.EXE	71837	7CE8BAA8	DOS15295	Circus Games (1989).zip			GAME.BAT	69	5AD9B368	CircGa89\ega\					1
CIRCUS.EXE	32855	1CDFFBBC	DOS15296	Circus Games (1988).zip						CircGa88\circus\					1
GAME.EXE	1195230	3EA6CB9A	DOS15297	Citizens - Backwater Affairs! (1996).zip			run.bat	577	54BC1ABF	CitBAff\citizens\					1
CLAAS1.EXE	353124	3AA0B0D6	DOS15298	Claas - Der Erntespezialist (1996).zip			CLAAS.BAT	98	E45E8FD0	ClaasDer\					1
CLUBSOCC.EXE	285372	D842A462	DOS15299	Club Football - The Manager (1994).zip						ClFoThMa\CSOCCER\					1
GUNDOS.EXE	706872	F0D9B09E	DOS15300	Cobra Gunship (1997).zip						CobrGuns\					1
COCINERO.EXE	50128	594DCBD5	DOS15301	Cocinero (1990).zip						cocinero\					1
CBALLS.EXE	50106	E9ADB72E	DOS15302	Color Balls (1992).zip						ColorBal\					1
CR.EXE	42448	9BFC269A	DOS15303	Color Revolution (1992).zip						ColorRev\					1
CTOWER.EXE	76032	92D32C1D	DOS15304	Color Towers (1994).zip						ColorTow\					1
COLUMNS.EXE	42594	D9DCD24F	DOS15305	Columns (1989).zip						Columns\					1
VGA.EXE	218924	97E97B4A	DOS15306	Compaq Grand Slam Cup (1992).zip						CompaqGS\					1
CAWV2.EXE	480640	664267B6	DOS15307	Carriers at War 2 (1993).zip			CCAW.BAT	188	3B131AFB	CCarratW\					2
CONAN.EXE	38568	1499D37F	DOS15308	Conan (1994).zip						Conan94\					1
corr8.exe	1023481	8A950FF8	DOS15309	Corridor 8 - Galactic Wars (2005).zip						Corri8\CORR8PRO\					1
COBRA.EXE	69892	281C9C0D	DOS15311	Cobra (1989).zip						Cobra89\					2
GAME-A.EXE	42304	865A708D	DOS15312	Crazy Sue (1990).zip						CrazySue\					1
CRE8DEM1.SMK	6363504	0C03A7CE	DOS15313	Creation (1997).zip			CRE8DEMO.BAT	56	C48E7032	Creat97\					1
CI.EXE	59180	E3C86D1E	DOS15314	Cross of Insanity (1990).zip						CrosInsa\					1
CROW.EXE	34784	369BB389	DOS15315	Crow (1992).zip						Crow1992\					1
mlcrux.exe	26368	4FEABB15	DOS15316	Crux (1993).zip						Crux1993\					1
CUBER.EXE	102528	555BE10D	DOS15317	Cuber (1990).zip						Cuber90\					1
RA.COM	19104	FD56D0EF	DOS15318	Curse of Ra (1990).zip						CursOfRA\ra\					1
CYBER.EXE	219496	640FE1DF	DOS15319	Cyber Antero (1997).zip						CybrAntr\					1
CYBER.EXE	32310	AD1A64A1	DOS15320	Cyber Riders (1992).zip						CybRider\					1
DAN.EXE	57296	CDB87E93	DOS15322	Dan Burry (1995).zip						DanBurry\					1
DARK_UNIVERSE.BIN	103916064	119874C3	DOS15324	Dark Universe (1995).zip		image	run.bat	519	EADDB78C	DarkUniv\					1
DARKNESS.EXE	216223	E4EB2BE2	DOS15325	Darkness (1996).zip			PLAY.BAT	34	DB416C81	Darkness\Darkness\					1
DAR.EXE	57713	0EF6EF43	DOS15326	Darwin's Island (1992).zip						DarwinIs\					1
SPIEL.EXE	308580	DE4AB2E4	DOS15327	Secret of Foody, The (1995).zip						Geheimn\					1
