eXoID	Game	Folder	AutoexecEcho	AutoexecMounts	AutoexecPrelauncher1	AutoexecPrelauncher2	AutoexecPrelauncher3	AutoexecPrelauncher4	AutoexecExecuteable	AutoexecLastMountPath	AutoexecLastPathChange	AutoexecPathChanges	Adir	Bdir	Cdir	Ddir	ExitFound	DOSBoxVersion	ScummVM
DOS16070	Volcano!	MSHVolc		C;;MSHVolc;|					go	c:		c: go|			MSHVolc		Yes	dosbox.exe	
DOS03653	MsiBamba Shel Bamba	MsiBamba		C;;MsiBamba;|					go	c:	MsiBamba	c:\MsiBamba go|			MsiBamba		Yes	dosbox.exe	
DOS05942	Ms. Pac-Man	MsPacMa		C;;MsPacMa;|					call run.bat	c:	MsPacMa	c:\MsPacMa call run.bat|			MsPacMa		Yes	staging0.81.0a\dosbox.exe	
DOS03654	Ms Pac PC	MsPacPC		C;;MsPacPC;|					MSPAC	c:	MsPacPC	c:\MsPacPC MSPAC|			MsPacPC		Yes	dosbox.exe	
DOS03548	Microsoft Space Simulator	MSSpace		A;;MSSpace\floppy;-t floppy|C;;MSSpace;|					ss1	c:	spacesim	c:\spacesim ss1|	MSSpace\floppy		MSSpace		Yes	dosbox.exe	
DOS15639	Mister Gas	MsterGas		C;;MsterGas;|					DISK.EXE	c:		c: DISK.EXE|			MsterGas		Yes	dosbox.exe	
DOS03456	Mean Streets	mstreets		C;;;|					ms.exe	c:	mstreets	c:\mstreets ms.exe|					Yes	dosbox.exe	
DOS06971	Muck Men from MARS!	MuckMen		C;;MuckMen;|					vgamuck	c:		c: vgamuck|			MuckMen		Yes	dosbox.exe	
DOS03656	M.U.D.S: Mean Ugly Dirty Sport	MUDS-Mea		C;;MUDS-Mea;|					muds	c:	MUDS-Mea	c:\MUDS-Mea muds|			MUDS-Mea		Yes	dosbox.exe	
DOS03597	Mixed-Up Fairy Tales	mufairy		C;;;|					call run	c:	mufairy	c:\mufairy call run|					Yes	ece4230\dosbox.exe	
DOS08021	Mundial de Futbol	MUFutbol		C;;MUFutbol;|					FUTBOL	c:		c: FUTBOL|			MUFutbol		Yes	dosbox.exe	
DOS04327	Roberta Williams' Mixed-Up Mother Goose	mugoose		C;;mugoose;-freesize 5|D;IMG;MOTHERGOOSE.cue;-t cdrom|					call run	c:		c: call run|			mugoose	MOTHERGOOSE.cue	Yes	ece4460\dosbox.exe	
DOS03598	Mixed-Up Mother Goose	mugoose1		C;;;|					sierra	c:	mugoose1	c:\mugoose1 sierra|					Yes	dosbox.exe	
DOS03599	Mixed-Up Mother Goose Enhanced	mugoose2		C;;mugoose2;|					call run.bat	c:		c: call run.bat|			mugoose2		Yes	staging0.81.0a\dosbox.exe	
DOS05943	M.U.L.E.	mule		C;;mule;|					call run.bat	c:		c: call run.bat|			mule		Yes	staging0.81.0a\dosbox.exe	
DOS06972	Multiplex	Multiplx		C;;Multiplx;|					mx	c:		c: mx|			Multiplx		Yes	dosbox.exe	
DOS03658	Mummies	Mummies		C;;Mummies;|					MUMMIES	c:	Mummies	c:\Mummies MUMMIES|			Mummies		Yes	dosbox.exe	
DOS03660	Mumsaren	Mumsaren		C;;Mumsaren;|					mumsaren	c:		c: mumsaren|			Mumsaren		Yes	dosbox.exe	
DOS06973	Munch Guy	MunchGuy		C;;MunchGuy;|					MUNCHGUY	c:		c: MUNCHGUY|			MunchGuy		Yes	dosbox.exe	
DOS15643	Mundial de Italia	Mundial		A;;Mundial;|					MUNDIAL.EXE	a:		a: MUNDIAL.EXE|	Mundial				Yes	dosbox.exe	
DOS05655	Monsters of Murdac	murdac		C;;;|					murdac	c:	murdac	c:\murdac murdac|					Yes	dosbox.exe	
DOS03666	Murder on the Atlantic	murdatla		C;;;|					murder	c:	murdatla	c:\murdatla murder|					Yes	dosbox.exe	
DOS03664	Murder Club	murdclub		C;;;|					eclub	c:	murdclub	c:\murdclub eclub|					Yes	dosbox.exe	
DOS03663	Murder!	murder!		C;;murder!;|					murder	c:		c: murder|			murder!		Yes	ece4230\dosbox.exe	
DOS00083	Murder Cruise	MurderCr		C;;MurderCr;|					cruise	c:	MurderCr	c:\MurderCr cruise|			MurderCr		Yes	dosbox.exe	
DOS03665	Murder Makes Strange Deadfellows	murderdf		C;;;|D;IMG;Murder Makes Strange Deadfellows.cue;-t cdrom|					murder	d:		c:\murderdf d: murder|				Murder Makes Strange Deadfellows.cue	Yes	dosbox.exe	
DOS00084	Murder in the Marching Band	MurdMB		C;;MurdMB;|					call run	c:	MurdMB	c:\MurdMB call run|			MurdMB		Yes	dosbox.exe	
DOS03667	Murders in Space	murdspac		C;;;|					tatou	c:	murdspac	c:\murdspac tatou|					Yes	dosbox.exe	
DOS00186	Murder on Violet Island	MurdVI		C;;MurdVI;|					murder	c:	MurdVI	c:\MurdVI murder|			MurdVI		Yes	dosbox.exe	
DOS05944	Murder On The Zinderneuf	murdzind		C;;murdzind;|					murder	c:		c: murder|			murdzind		Yes	ece4230\dosbox.exe	
DOS00237	Murder in the Museum	MurMuse		C;;MurMuse;|					murder	c:	MurMuse	c:\MurMuse murder|			MurMuse		Yes	dosbox.exe	
DOS03668	Murders in Venice	murven		C;;;|					call cobra	c:	murven	c:\murven call cobra|					Yes	dosbox.exe	
DOS07520	Muscle Pete's Spell Off	MuscPete		A;IMG;Muscle Pete's Spell-Off.dsk;-t floppy|C;;MuscPete;|					mp	c:	Muscle	c:\Muscle mp|	Muscle Pete's Spell-Off.dsk		MuscPete		Yes	dosbox.exe	
DOS03669	Museum Madness	MuseumMa		C;;MuseumMa;|D;IMG;MUSEUM_DOS-MACOS.iso;-t cdrom|					museum	c:	museum	c:\museum museum|			MuseumMa	MUSEUM_DOS-MACOS.iso	Yes	dosbox.exe	
DOS03670	Mushroom Mania	Mushroom		C;;Mushroom;|					mania	c:	Mushroom	c:\Mushroom mania|			Mushroom		Yes	dosbox.exe	
DOS06171	Mustang	Mustang		C;;Mustang;|					must3	c:		c: must3|			Mustang		Yes	dosbox.exe	
DOS00085	Mutant Invasion	MutanInv		C;;MutanInv;|					call mutants	c:	MutanInv	c:\MutanInv call mutants|			MutanInv		Yes	dosbox.exe	
DOS15939	The Mutanoid Math Challenge	mutanoiM		C;;mutanoiM;|					MMC	c:		c: MMC|			mutanoiM		Yes	ece4230\dosbox.exe	
DOS15938	The Mutanoid Word Challenge	mutanoiW		C;;mutanoiW;|					call run	c:		c: call run|			mutanoiW		Yes	ece4230\dosbox.exe	
DOS03671	Mutant Penguins	MutantPe		C;;MutantPe;|D;IMG;mutant.cue;-t cdrom|					call mpdos	c:	Penguins	c:\Penguins call mpdos|			MutantPe	mutant.cue	Yes	dosbox.exe	
DOS03672	Mutan Zone	MutanZon		C;;MutanZon;|					mutan_z	c:	MutanZon	c:\MutanZon mutan_z|			MutanZon		Yes	dosbox.exe	
DOS06974	Mutant Earth	MutEarth		C;;MutEarth;|					mutant	c:		c: mutant|			MutEarth		Yes	dosbox.exe	
DOS03840	Mutant DNA	MutntDNA		C;;MutntDNA;|					mutant	c:		c: mutant|			MutntDNA		Yes	dosbox.exe	
DOS03674	Muzzle Velocity	MuzzleVe		C;;MuzzleVe;|D;IMG;Muzzle Velocity.cue;-t cdrom|					call run	c:	games\muzzle	c:\games\muzzle call run|			MuzzleVe	Muzzle Velocity.cue	Yes	ece4230\dosbox.exe	
DOS03675	MVP Bridge	MVPBridg		C;;;|					br1	c:	MVPBridg	c:\MVPBridg br1|					Yes	dosbox.exe	
DOS03460	MechWarrior	mwarrior		C;;mwarrior;|					call run	c:	MECHWAR	c:\MECHWAR call run|			mwarrior		Yes	ece4230\dosbox.exe	
DOS16071	Maximum Overdrive	MxOvrDrv		C;;MxOvrDrv;|					maxover	c:		c: maxover|			MxOvrDrv		Yes	ece4230\dosbox.exe	
DOS15928	Make Your ADOM	myAdom		C;;myAdom;|					MYADOM	c:		c: MYADOM|			myAdom		Yes	dosbox.exe	
DOS03676	MYCHESS	MYCHESS		C;;;|					mychess	c:	MYCHESS	c:\MYCHESS mychess|					Yes	dosbox.exe	
DOS06306	My Friend Koo	mykoo		C;;mykoo;|D;IMG;koo.cue;-t cdrom|					koo	c:	koo	c:\koo koo|			mykoo	koo.cue	Yes	dosbox.exe	
DOS07923	My Love	MyLove		C;;MyLove;|D;IMG;MYLOVE_CD.cue;-t cdrom|					call run	c:		c: call run|			MyLove	MYLOVE_CD.cue	Yes	dosbox.exe	
DOS03677	MyMan	MyMan		C;;MyMan;|					myman	c:	MyMan	c:\MyMan myman|			MyMan		Yes	dosbox.exe	
DOS03678	My Math Tutor	MyMath		C;;MyMath;|					begin	c:		c: begin|			MyMath		Yes	dosbox.exe	
DOS03325	Make Your Own Murder Party	MYOMP		A;IMG;MYOMP.IMG;-t floppy|					mp	a:		a: mp|	MYOMP.IMG				Yes	ece4230\dosbox.exe	
DOS15944	My Own Stories	MyOwnSt		C;;MyOwnSt;|D;IMG;My Own Stories.iso;-t cdrom|					call run	c:		c: call run|			MyOwnSt	My Own Stories.iso	Yes	ece4230\dosbox.exe	
DOS15792	The Mystery of Plastic City: Part II	MyPlasti		C;;MyPlasti;|D;IMG;PLASTIC.iso;-t cdrom|					call GO.BAT	c:	plastic	c:\plastic call GO.BAT|			MyPlasti	PLASTIC.iso	Yes	ece4230\dosbox.exe	
DOS03685	Mystery of the Mummy	mysmummy		C;;;|					mystery	c:	mysmummy	c:\mysmummy mystery|					Yes	dosbox.exe	
DOS06381	Mysterious Adventure No. 10: Ten Little Indians	MystAd10		C;;MystAd10;|					frotz 10lndns.z5	c:		c: frotz 10lndns.z5|			MystAd10		Yes	dosbox.exe	
DOS06382	Mysterious Adventure No. 11: Waxworks	MystAd11		C;;MystAd11;|					frotz WAXWORKS.Z5	c:		c: frotz WAXWORKS.Z5|			MystAd11		Yes	dosbox.exe	
DOS06373	Mysterious Adventure No. 1: The Golden Baton	MystAdv1		C;;MystAdv1;|					frotz baton.z5	c:	MystAdv4	c:\MystAdv4 frotz baton.z5|			MystAdv1		Yes	dosbox.exe	
DOS06374	Mysterious Adventure No. 2: The Time Machine	MystAdv2		C;;MystAdv2;|					frotz TIMEMACH.Z5	c:	MystAdv4	c:\MystAdv4 frotz TIMEMACH.Z5|			MystAdv2		Yes	dosbox.exe	
DOS06375	Mysterious Adventure No. 3: Arrow of Death Part 1	MystAdv3		C;;MystAdv3;|					frotz arrow1.z5	c:		c: frotz arrow1.z5|			MystAdv3		Yes	dosbox.exe	
DOS06376	Mysterious Adventure No. 4: Arrow of Death Part 2	MystAdv4		C;;MystAdv4;|					frotz ARROW2.z5	c:		c: frotz ARROW2.z5|			MystAdv4		Yes	dosbox.exe	
DOS00086	Mysterious Adventure No. 5: Escape from Pulsar 7	MystAdv5		C;;MystAdv5;|					PULSAR7	c:	MystAdv5	c:\MystAdv5 PULSAR7|			MystAdv5		Yes	dosbox.exe	
DOS06377	Mysterious Adventure No. 6: Circus	MystAdv6		C;;MystAdv6;|					frotz CIRCUS.Z5	c:		c: frotz CIRCUS.Z5|			MystAdv6		Yes	dosbox.exe	
DOS06378	Mysterious Adventure No. 7: Feasibility Experiment	MystAdv7		C;;MystAdv7;|					frotz FEASIBIL.z5	c:		c: frotz FEASIBIL.z5|			MystAdv7		Yes	dosbox.exe	
DOS06379	Mysterious Adventure No. 8: The Wizard of Akyrz	MystAdv8		C;;MystAdv8;|					frotz AKYRZ.Z5	c:		c: frotz AKYRZ.Z5|			MystAdv8		Yes	dosbox.exe	
DOS06380	Mysterious Adventure No. 9: Perseus and Andromeda	MystAdv9		C;;MystAdv9;|					frotz PERSEUS.Z5	c:		c: frotz PERSEUS.Z5|			MystAdv9		Yes	dosbox.exe	
DOS03686	Mystical	Mystical		C;;Mystical;|					tatou	c:	Mystical	c:\Mystical tatou|			Mystical		Yes	dosbox.exe	
DOS03682	Mystery Mansion	mystmans		C;;;|					mmm	c:	mystmans	c:\mystmans mmm|					Yes	dosbox.exe	
DOS03687	Mystic Midway: Phantom Express	MystMidP		C;IMG;phantom.img;-t hdd -size 512,63,16,406|Boot;;;-l c|											phantom.img		Yes	dosbox.exe	
DOS03688	Mystic Midway: Rest in Pieces	MystMidR		C;;MystMidR;|D;IMG;RIP_CDROM.cue;-t cdrom|					call rip	c:	rip	c:\rip call rip|			MystMidR	RIP_CDROM.cue	Yes	dosbox.exe	
DOS03679	Mystery at the Museums	mystmus		C;;mystmus;|					main	c:		c: main|			mystmus		Yes	dosbox.exe	
DOS06034	Mysterious Song	mystsong		C;;;|					msong	c:	mystsong	c:\mystsong msong|					Yes	dosbox.exe	
DOS03689	Mystic Towers	mysttow		C;;;|D;IMG;MYSTIC_TOWERS_CD.iso;-t cdrom|					towers	c:	mysttow	c:\mysttow towers|				MYSTIC_TOWERS_CD.iso	Yes	dosbox.exe	
DOS15645	Mysterious Worlds	MystWorl		C;;MystWorl;|					GAME-A.EXE	c:		c: GAME-A.EXE|			MystWorl		Yes	dosbox.exe	
DOS15644	My Tennis	MyTennis		C;;MyTennis;|					MYTENN.EXE	c:		c: MYTENN.EXE|			MyTennis		Yes	dosbox.exe	
DOS03690	Myth	mythmag		C;;;|					call run	c:	mythmag	c:\mythmag call run|					Yes	dosbox.exe	
DOS00187	MythMaster: A Vagabond's Adventure	MythMast		C;;MythMast;|					mm1	c:	MythMast	c:\MythMast mm1|			MythMast		Yes	dosbox.exe	
DOS03358	Mythos	Mythos		C;;Mythos;|					MITHOS	c:	Mythos	c:\Mythos MITHOS|			Mythos		Yes	dosbox.exe	
DOS03359	Nahlakh	nahlakh		C;;;|					NAHLAKH	c:	nahlakh	c:\nahlakh NAHLAKH|					Yes	dosbox.exe	
DOS03360	NAM	NAM		C;;NAM;|D;IMG;nam.cue;-t cdrom|					call run	c:		c: call run|			NAM	nam.cue	Yes	ece4230\dosbox.exe	
DOS03361	'Nam 1965-1975	nam6575		C;;nam6575;|					nam	c:	nam6575	c:\nam6575 nam|			nam6575		Yes	dosbox.exe	
DOS16072	Napalm Quest	Napalm		C;;Napalm;|					call run	c:		c: call run|			Napalm		Yes	ece4230\dosbox.exe	
DOS15646	Napion 3D	Napion3D		C;;Napion3D;|D;IMG;Napion3D.cue;-t cdrom|					NAPION	c:	Napion	c:\Napion NAPION|			Napion3D	Napion3D.cue	Yes	ece4230\dosbox.exe	
DOS03363	Napoleon in Russia: Borodino 1812	Napoleon		C;;;|					1812	c:	Napoleon	c:\Napoleon 1812|					Yes	dosbox.exe	
DOS03365	Narco Police	NarcoPol		C;;;|					npolice	c:	NarcoPol	c:\NarcoPol npolice|					Yes	dosbox.exe	
DOS03691	NASCAR Racing	NASCAR		C;;NASCAR;|D;IMG;NASCAR.CUE;-t cdrom|					call run	c:		c: call run|			NASCAR	NASCAR.CUE	Yes	ece4230\dosbox.exe	
DOS03692	NASCAR Racing 2	NASCAR2		C;;NASCAR2;|D;IMG;NASCAR50th.img;-t cdrom|					call run	c:		c: call run|			NASCAR2	NASCAR50th.img	Yes	ece4230\dosbox.exe	
DOS15647	NashuaMan	NashuaMn		C;;NashuaMn;|					NASHUA	c:		c: NASHUA|			NashuaMn		Yes	dosbox.exe	
DOS03694	National Lampoon's Chess Maniac 5 Billion and 1	National		C;;National;|					call run	c:		c: call run|			National		Yes	ece4230\dosbox.exe	
DOS00232	Nations and Capitals	Nations		C;;Nations;|					QUIZPRES	c:		c: QUIZPRES|			Nations		Yes	dosbox.exe	
DOS03695	Navcom 6: The Persian Gulf Defense	Navcom6T		C;;;|					navcom	c:	Navcom6T	c:\Navcom6T navcom|					Yes	dosbox.exe	
DOS15648	Nave	Naves90		C;;Naves90;|					call naves	c:		c: call naves|			Naves90		Yes	dosbox.exe	
DOS06176	Navjet	Navjet		C;;Navjet;|					n	c:		c: n|			Navjet		Yes	dosbox.exe	
DOS03696	Navy Moves	NavyMove		C;;NavyMove;|					DINAMIC	c:	NavyMove	c:\NavyMove DINAMIC|			NavyMove		Yes	dosbox.exe	
DOS03697	Navy Seal	NavySeal		C;;NavySeal;|					ns	c:	NavySeal	c:\NavySeal ns|			NavySeal		Yes	dosbox.exe	
DOS03698	Navy Strike	NavyStri		C;;NavyStri;|D;IMG;navystrike.cue;-t cdrom|					call run	c:	strike	c:\strike call run|			NavyStri	navystrike.cue	Yes	ece4230\dosbox.exe	
DOS03699	NBA Jam Tournament Edition	NBAJamTo		C;;NBAJamTo;|D;IMG;NBAJAMTE.cue;-t cdrom|					call jam	c:	.\acclaim\jamte	c:\.\acclaim\jamte call jam|			NBAJamTo	NBAJAMTE.cue	Yes	ece4230\dosbox.exe	
DOS03700	NBA Live 95	NBALiv95		C;;NBALiv95;-freesize 300|D;IMG;NbaLive95.img;-t cdrom|					call NBA	c:	NBA95	c:\NBA95 call NBA|			NBALiv95	NbaLive95.img	Yes	dosbox.exe	
DOS03701	NBA Live 96	NBALiv96		C;;NBALiv96;|D;IMG;NBA.cue;-t cdrom|					call nba	c:	NBA96	c:\NBA96 call nba|			NBALiv96	NBA.cue	Yes	dosbox.exe	
DOS03702	NBA Live 97	NBALive9		C;;NBALive9;-freesize 999|D;IMG;NBAPCCD.cue;-t cdrom|					call run	c:		c: call run|			NBALive9	NBAPCCD.cue	Yes	ece4230\dosbox.exe	
DOS03703	NCAA Championship Basketball	NCAACham		C;;NCAACham;|D;IMG;ncaa.cue;-t cdrom|					call run	c:		c: call run|			NCAACham	ncaa.cue	Yes	dosbox.exe	
DOS03704	NCAA: Road to the Final Four	NCAARoad		A;;NCAARoad\floppy;-t floppy|C;;NCAARoad;|					ncaa	c:	NCAA	c:\NCAA ncaa|	NCAARoad\floppy		NCAARoad		Yes	x\dosbox.exe	
DOS03705	NCAA: Road to the Final Four 2	NCAARod2		A;;NCAARod2\floppy;-t floppy|C;;NCAARod2;|					call run	c:	NCAA2	c:\NCAA2 call run|	NCAARod2\floppy		NCAARod2		Yes	ece4230\dosbox.exe	
DOS15649	NCR Golf	NCRGolf		C;;NCRGolf;|					NCRGOLF4	c:		c: NCRGOLF4|			NCRGolf		Yes	ece4230\dosbox.exe	
DOS06679	Noughts & Crosses	NCross		C;;NCross;|					NOUGHTS	c:		c: NOUGHTS|			NCross		Yes	dosbox.exe	
DOS07372	Nebula Fighter	NebFite		C;;NebFite;|					nebula	c:		c: nebula|			NebFite		Yes	dosbox.exe	
DOS06310	Nebula	nebula		C;;nebula;|					nebula	c:		c: nebula|			nebula		Yes	dosbox.exe	
DOS03706	Necromantics	Necroman		C;;Necroman;|D;IMG;Necromantics.cue;-t cdrom|					necro	d:		d: necro|			Necroman	Necromantics.cue	Yes	ece4230\dosbox.exe	
DOS00087	Nectar of the Gods	NectarG		C;;NectarG;|					nectar	c:	NectarG	c:\NectarG nectar|			NectarG		Yes	dosbox.exe	
DOS03707	Nectaris	Nectaris		C;;;|					call start	c:	Nectaris	c:\Nectaris call start|					Yes	ece4230\dosbox.exe	
DOS06488	Nigger in the Wonderland	negwond		C;;negwond;|					wonder	c:		c: wonder|			negwond		Yes	dosbox.exe	
DOS03711	Nemesis: The Wizardry Adventure	nemesisw	.[13][10]This game is composed of 5 cd's.[13][10].[13][10]To switch cd's press Ctrl+F4.[13][10].[13][10]	C;;;|D;IMG;Nemesis CD1.cue/Nemesis CD2.cue/Nemesis CD3.cue/Nemesis CD4.cue/Nemesis CD5.cue;-t cdrom|					call run	c:	nemesisw	c:\nemesisw call run|				Nemesis CD1.cue/Nemesis CD2.cue/Nemesis CD3.cue/Nemesis CD4.cue/Nemesis CD5.cue	Yes	ece4230\dosbox.exe	
DOS03712	NeoHunter	neohuntr		C;;neohuntr;|D;IMG;NEO.cue;-t cdrom|					neo	c:		c: neo|			neohuntr	NEO.cue	Yes	ece4230\dosbox.exe	
DOS03713	Nephi's Quest	nephi		C;;;|					nq	c:	nephi	c:\nephi nq|					Yes	dosbox.exe	
DOS06574	Nerm of Bemer	NermBem		C;;NermBem;|					call run	c:		c: call run|			NermBem		Yes	dosbox.exe	
DOS03714	Nerves of Steel	Nervesof		C;;Nervesof;|D;IMG;NOS.img;-t cdrom|					call run	c:	NOS	c:\NOS call run|			Nervesof	NOS.img	Yes	ece4230\dosbox.exe	
DOS06977	NetHack Plus	NetHack+		C;;NetHack+;|					nethack	c:		c: nethack|			NetHack+		Yes	dosbox.exe	
DOS07401	NetHack--	NetHack-		C;;NetHack-;|					NetHack	c:	NH--	c:\NH-- NetHack|			NetHack-		Yes	dosbox.exe	
DOS03715	NetHack	nethack	.[13][10]Pressing F5 will switch between graphics mode and text graphics.[13][10].[13][10]	C;;nethack;|	CWSDPMI				nethack	c:		c: CWSDPMI| nethack|			nethack		Yes	dosbox.exe	
DOS03717	Netherworld	Netherwo		C;;Netherwo;|					call nether	c:	Netherwo	c:\Netherwo call nether|			Netherwo		Yes	dosbox.exe	
DOS16073	NetMaze	NetMaze		C;;NetMaze;|					call run	c:		c: call run|			NetMaze		Yes	ece4230\dosbox.exe	
DOS16074	Network Q RAC Rally Championship	NetQRACC		C;;NetQRACC;|D;IMG;Rally Championship.cue;-t cdrom|					call run	c:		c: call run|			NetQRACC	Rally Championship.cue	Yes	ece4230\dosbox.exe	
DOS15453	NetRunner	NetRuner		C;;NetRuner;|					call netrun.bat	c:		c: call netrun.bat|			NetRuner		Yes	dosbox.exe	
DOS03720	NetWars	NetWars		C;;NetWars;|					call run	c:		c: call run|			NetWars		Yes	dosbox.exe	
DOS03721	Network Q RAC Rally	NetworkQ		C;;NetworkQ;|					RALLY_K	c:		c: RALLY_K|			NetworkQ		Yes	ece4230\dosbox.exe	
DOS03722	NET:Zone	netzone		C;;;|D;IMG;NETZone.cue;-t cdrom|	mixer cdaudio 30				call nz	c:	netzone	c: mixer cdaudio 30|\netzone call nz|				NETZone.cue	Yes	dosbox.exe	
DOS03723	Neuromancer	Neuro		C;;;|					neurocrk	c:	neuro	c:\neuro neurocrk|					Yes	dosbox.exe	
DOS03725	Never Mind	NeverMin		C;;;|					nm	c:	NeverMin	c:\NeverMin nm|					Yes	dosbox.exe	
DOS03726	Neverwinter Nights	nevewint	.[13][10]Press Enter to use the previous configuration.[13][10].[13][10]	C;;nevewint;|					game	c:		c: game|			nevewint		Yes	dosbox.exe	
DOS07759	The New Dash Dimension	NewDash	.[13][10]Press F3 in game to switch between Adlib, General Midi, and PC Speaker[13][10].[13][10]	C;;NewDash;|					DASH	c:		c: DASH|			NewDash		Yes	ece4230\dosbox.exe	
DOS17522	The New Print Shop	NewPS		A;IMG;PROG32.IMA/DATA1.IMA/DATA2.IMA/PRNTGPH1.IMA/PRNTGPH2.IMA/PRNTGPH3.IMA;-t floppy|C;;NewPS;|					ps	c:	NEWPS	c:\NEWPS ps|	PROG32.IMA/DATA1.IMA/DATA2.IMA/PRNTGPH1.IMA/PRNTGPH2.IMA/PRNTGPH3.IMA		NewPS		Yes	x\dosbox.exe	
DOS17523	The New Print Shop Companion	NewPSC		A;IMG;INST31.IMA/DATA31.IMA/PROG31.IMA;-t floppy|C;;NewPSC;|					psc	c:	NEWPSC	c:\NEWPSC psc|	INST31.IMA/DATA31.IMA/PROG31.IMA		NewPSC		Yes	ece4230\dosbox.exe	
DOS03728	NewTrek	NewTrek		C;;;|					newtrek	c:	NewTrek	c:\NewTrek newtrek|					Yes	dosbox.exe	
DOS00448	New Year's Mystery	newyears		C;;newyears;|					sciv	c:		c: sciv|			newyears		Yes	dosbox.exe	
DOS06179	NFL Football	NFL		C;;NFL;|					call run	c:		c: call run|			NFL		Yes	ece4230\dosbox.exe	
DOS03729	NFL 94	NFL94		C;;NFL94;|					call run	c:	NFL	c:\NFL call run|			NFL94		Yes	ece4230\dosbox.exe	
DOS03730	NFL Challenge	NFLChall		C;;NFLChall;|					call run	c:		c: call run|			NFLChall		Yes	dosbox.exe	
DOS06180	NFL Coaches Club Football	NFLCoac		C;;NFLCoac;|					call run	c:	NFLCoach	c:\NFLCoach call run|			NFLCoac		Yes	ece4230\dosbox.exe	
DOS03732	NFL Pro League Football	NFLPLF		C;;;|					gm	c:	NFLPLF	c:\NFLPLF gm|					Yes	dosbox.exe	
DOS03733	NFL Pro League Football (1989)	nflplf89	.[13][10]When prompted to select a year for the team you wish to play,[13][10]choose 87, 88, or 89.  These are the only three years included[13][10]for each team.[13][10].[13][10]	A;;nflplf89;-t floppy|C;;nflplf89;|					runme	c:	nflplf89	c:\nflplf89 runme|	nflplf89		nflplf89		Yes		
DOS03734	NFL Pro League Football: New 1991 Version	NFLPLF91		C;;;|					nfl	c:	NFLPLF91	c:\NFLPLF91 nfl|					Yes	dosbox.exe	
DOS16205	NFL Pro League Football '95	NFLPLF95		C;;NFLPLF95;|D;IMG;NFLPLF95.ISO;-t cdrom|					call run	c:		c: call run|			NFLPLF95	NFLPLF95.ISO	Yes	ece4230\dosbox.exe	
DOS03735	NFL Quarterback Club 96	NFLQBC96		C;;NFLQBC96;|D;IMG;QBC96.cue;-t cdrom|					call run	c:	.\acclaim\qbc96	c:\.\acclaim\qbc96 call run|			NFLQBC96	QBC96.cue	Yes	ece4230\dosbox.exe	
DOS03736	NFL Quarterback Club 97	NFLQBC97		C;;NFLQBC97;|D;IMG;QBC97.cue;-t cdrom|					call run	c:	.\acclaim\qbc97	c:\.\acclaim\qbc97 call run|			NFLQBC97	QBC97.cue	Yes	ece4230\dosbox.exe	
DOS06485	NFL Video Pro Football	NFLVideo		C;;NFLVideo;|					call nfl	c:		c: call nfl|			NFLVideo		Yes	dosbox.exe	
DOS16075	NetHack: Falcon's Eye	NHFalcon		C;;NHFalcon;|	mreset				nethack	c:		c: mreset| nethack|			NHFalcon		Yes	ece4230\dosbox.exe	
DOS03737	NHL Hockey	NHL94		C;;NHL94;|					call run	c:	NHL94	c:\NHL94 call run|			NHL94		Yes	ece4230\dosbox.exe	
DOS03738	NHL Hockey 95	NHL95		C;;NHL95;|D;IMG;nhl95.cue;-t cdrom|					call run	c:	hockey	c:\hockey call run|			NHL95	nhl95.cue	Yes	ece4230\dosbox.exe	
DOS03739	NHL 96	NHL96		C;;NHL96;|D;IMG;nhl96.cue;-t cdrom|					call run	c:		c: call run|			NHL96	nhl96.cue	Yes	ece4230\dosbox.exe	
DOS03740	NHL 97	NHL97		C;;NHL97;|D;IMG;NHL97.iso;-t cdrom|					call run	c:		c: call run|			NHL97	NHL97.iso	Yes	ece4230\dosbox.exe	
DOS06300	QBasic Nibbles	nibbles		C;;nibbles;|					call nibbles	c:		c: call nibbles|			nibbles		Yes	dosbox.exe	
DOS15551	Nickelodeon Director's Lab	NickDLAB		C;;NickDLAB;|D;IMG;DLAB.CUE;-t cdrom|					dlab	c:	DLAB	c:\DLAB dlab|			NickDLAB	DLAB.CUE	Yes	dosbox.exe	
DOS03742	Nick Faldo's Championship Golf	NickFald		C;;NickFald;|D;IMG;nickfaldo.cue;-t cdrom|					call faldo	c:	golf	c:\golf call faldo|			NickFald	nickfaldo.cue	Yes	dosbox.exe	
DOS03743	Nicky 2	Nicky2		C;;Nicky2;|					call run	c:		c: call run|			Nicky2		Yes	ece4230\dosbox.exe	
DOS03744	Nicky Boom	NickyBoo		C;;NickyBoo;|					call run	c:		c: call run|			NickyBoo		Yes	ece4230\dosbox.exe	
DOS07607	Nicolausi	Nicolaus		C;;Nicolaus;|					call nico	c:		c: call nico|			Nicolaus		Yes	dosbox.exe	
DOS03745	Nigel Mansell's World Championship	NigelMan		C;;NigelMan;|					call nmwc	c:		c: call nmwc|			NigelMan		Yes	ece4230\dosbox.exe	
DOS16076	Nigel's World: Adventures in Geography	NigelWG		C;;NigelWG;|					NIGEL	c:	NIGEL	c:\NIGEL NIGEL|			NigelWG		Yes	ece4230\dosbox.exe	
